rank,tic,rank_in_star,t0,duration_h,depth_ppm,snr,edge_dist_h,n_in,tmag,teff,radius,window_d,max_dur_h,long_limited,hf_variable,var_period_d,var_amp_ppm,sigma_pt_ppm,crowdsap,ra,dec,crowded_time_bin,common_mode,n_coincident,n_coincident_expected,partial,n_dips_star,toi_match,toi_host,category,candidate,rp_rjup,planet_sized,tier
47,236967242,7,2627.75,1.5,334059,894.495,41.5068,9,10.4476,6337,1.97028,0.75,6,1,0,1.9863,1994.94,642.025,0.977331,304.728,63.2635,False,False,1,1.50845,False,10,,,repeating,False,11.0815,False,
48,233625771,2,2617.95,6,157008,893.17,88.1658,34,10.3858,6369,2.65561,3,24,0,0,4.29956,408.037,564.129,0.9838,284.406,62.4192,False,False,3,2.24333,False,2,,,repeating,False,10.2396,False,
49,236967242,8,2619.93,1.5,331441,887.486,40.6618,9,10.4476,6337,1.97028,0.75,6,1,0,1.9863,1994.94,642.025,0.977331,304.728,63.2635,False,False,0,1.50845,False,10,,,repeating,False,11.038,False,
50,236967242,9,2616.02,1.5,331406,887.392,121.5,9,10.4476,6337,1.97028,0.75,6,1,0,1.9863,1994.94,642.025,0.977331,304.728,63.2635,False,False,2,1.50845,False,10,,,repeating,False,11.0374,False,
51,236967242,10,2612.11,1.5,330971,886.226,27.6667,9,10.4476,6337,1.97028,0.75,6,1,0,1.9863,1994.94,642.025,0.977331,304.728,63.2635,False,False,3,1.50845,False,10,,,repeating,False,11.0301,False,
52,70679175,1,2614.94,4,398094,870.776,122.333,21,12.0732,6265.46,1.75644,3,24,0,0,13.0731,3785,1553.8,0.980007,155.78,17.2743,False,False,2,1.35374,False,3,,,repeating,False,10.7841,False,
53,70679175,2,2626.95,4,350391,819.35,22.6578,24,12.0732,6265.46,1.75644,3,24,0,0,13.0731,3785,1553.8,0.980007,155.78,17.2743,True,False,2,1.35374,False,3,,,repeating,False,10.1174,False,
54,302728624,1,2610.94,6,255684,810.249,15.6667,36,12.4697,6190.59,1.97577,3,24,0,0,12.8472,738.102,1768.15,0.99079,169.39,54.4535,True,False,0,0.5,False,3,,,repeating,False,9.72177,False,
55,289721850,1,2614.38,6,178340,800.838,94.8333,32,11.4365,5743.45,2.06274,3,24,0,0,7.09697,305.163,1079.83,0.988144,274.176,50.9315,True,False,0,1.02497,False,2,,,repeating,False,8.4767,False,
56,272672523,1,2619.46,1.5,431863,790.54,52.002,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,False,False,1,1.00563,False,7,,,repeating,False,12.3096,False,
57,272672523,2,2632.28,1.5,431779,790.386,88.8357,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,False,False,2,1.00563,False,7,,,repeating,False,12.3084,False,
58,272672523,3,2625.87,1.5,431361,789.621,14.498,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,False,False,4,1.00563,False,7,,,repeating,False,12.3025,False,
59,272672523,4,2613.05,1.5,431303,789.515,65.3333,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,False,False,1,1.00563,False,7,,,repeating,False,12.3017,False,
60,165692531,1,2630.61,1.5,371024,784.869,105.49,9,10.9993,5926.44,1.51246,1,8,1,0,3.52671,2643.66,821.634,0.996498,164.068,30.2152,False,False,0,0.889598,False,10,,,repeating,False,8.96484,False,
61,289721850,2,2633.47,6,179636,781.044,60.178,30,11.4365,5743.45,2.06274,3,24,0,0,7.09697,305.163,1079.83,0.988144,274.176,50.9315,False,False,0,1.02497,False,2,,,repeating,False,8.50745,False,
62,165692531,2,2615.31,1.5,368854,780.279,130,9,10.9993,5926.44,1.51246,1,8,1,0,3.52671,2643.66,821.634,0.996498,164.068,30.2152,False,False,2,0.889598,False,10,,,repeating,False,8.93858,False,
63,165655125,1,2613.6,2,386927,777.14,88.1667,12,10.5011,6019.34,2.14448,3,24,0,0,12.9724,3643.87,630.519,0.992225,162.681,31.2735,False,False,3,1.56647,False,6,,,repeating,False,12.9806,False,
64,272672523,5,2616.25,1.5,420688,770.084,128.835,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,False,False,1,1.00563,False,7,,,repeating,False,12.1493,False,
65,313274300,1,2633.39,4,161895,769.298,62.3407,24,11.1438,6406,1.50226,3,24,0,0,12.8022,699.894,814.87,0.954146,205.215,62.0908,False,False,0,0.560833,False,2,,,repeating,False,5.88193,False,
66,272672523,6,2635.49,1.5,420115,769.035,11.8357,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,True,False,3,1.00563,False,7,,,repeating,False,12.1411,False,
67,313274300,2,2619.07,4,161510,767.466,61.3382,24,11.1438,6406,1.50226,3,24,0,0,12.8022,699.894,814.87,0.954146,205.215,62.0908,False,False,0,0.560833,False,2,,,repeating,False,5.87492,False,
68,272672523,7,2629.07,1.5,418910,766.829,91.3313,9,10.5573,6284,1.92493,3,24,0,0,12.8299,613.986,635.186,0.992392,234.152,69.1891,False,False,1,1.00563,False,7,,,repeating,False,12.1236,False,
69,402655790,1,2615.3,3,249796,756.805,104.333,18,11.5425,5170,1.54411,1.5,12,1,0,6.58614,5597.04,1225.16,0.898625,302.425,66.7788,False,False,2,2.18532,False,6,,,repeating,False,7.50979,False,
70,402655790,2,2635.04,3,247424,749.619,22.6561,18,11.5425,5170,1.54411,1.5,12,1,0,6.58614,5597.04,1225.16,0.898625,302.425,66.7788,False,False,2,2.18532,False,6,,,repeating,False,7.47406,False,
71,402655790,3,2628.45,3,247259,749.12,58.5069,18,11.5425,5170,1.54411,1.5,12,1,0,6.58614,5597.04,1225.16,0.898625,302.425,66.7788,False,False,4,2.18532,False,6,,,repeating,False,7.47157,False,
72,125527530,1,2627.54,6,134013,747.528,31.3343,36,10.8947,5503.98,1.43165,3,24,0,0,5.21551,313.383,751.016,0.989339,144.596,29.3395,False,False,4,2.26267,False,1,,,single,True,5.09997,False,B
73,16814540,1,2629.56,2,411647,746.123,80.671,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,1,1.95325,False,10,,,repeating,False,14.3874,False,
74,16814540,2,2612.53,2,411250,745.404,61.1667,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,3,1.95325,False,10,,,repeating,False,14.3805,False,
75,16814540,3,2618.2,2,411117,745.163,82.1646,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,1,1.95325,False,10,,,repeating,False,14.3782,False,
76,16814540,4,2635.24,2,410213,743.525,17.8218,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,3,1.95325,False,10,,,repeating,False,14.3624,False,
77,16814540,5,2626.7,2,406610,736.993,12.0043,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,True,False,2,1.95325,False,10,,,repeating,False,14.2991,False,
78,16814540,6,2615.34,2,406321,736.469,128.667,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,0,1.95325,False,10,,,repeating,False,14.2941,False,
79,16814540,7,2632.38,2,405884,735.678,86.6551,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,1,1.95325,False,10,,,repeating,False,14.2864,False,
80,16814540,8,2621.02,2,405586,735.138,14.498,12,11.5013,6252.78,2.30443,1.5,12,1,0,2.82679,1158.47,1156.54,0.9969,142.525,41.5711,False,False,3,1.95325,False,10,,,repeating,False,14.2811,False,
81,165655125,2,2618.8,2,364356,731.807,67.8407,12,10.5011,6019.34,2.14448,3,24,0,0,12.9724,3643.87,630.519,0.992225,162.681,31.2735,False,False,2,1.56647,False,6,,,repeating,False,12.5963,False,
82,302728624,2,2635.4,4,298675,730.759,14.1671,22,12.4697,6190.59,1.97577,3,24,0,0,12.8472,738.102,1768.15,0.99079,169.39,54.4535,True,True,5,0.5,False,3,,,common_mode,False,10.5074,False,
83,159241248,1,2630.62,6,286431,730.478,123.839,36,12.5008,6200,2.72985,3,24,0,0,8.50448,821.517,1946.9,0.988513,226.31,81.3828,False,False,3,1.14101,False,3,,,repeating,False,14.2169,False,
84,165655125,3,2630.02,2,363043,729.17,91.3248,12,10.5011,6019.34,2.14448,3,24,0,0,12.9724,3643.87,630.519,0.992225,162.681,31.2735,False,False,4,1.56647,False,6,,,repeating,False,12.5736,False,
85,302728624,3,2620.99,4,306600,715.239,15.3361,20,12.4697,6190.59,1.97577,3,24,0,0,12.8472,738.102,1768.15,0.99079,169.39,54.4535,False,False,0,0.5,False,3,,,repeating,False,10.6458,False,
86,159241248,2,2618.9,6,283964,714.058,65.3296,35,12.5008,6200,2.72985,3,24,0,0,8.50448,821.517,1946.9,0.988513,226.31,81.3828,False,False,1,1.14101,False,3,,,repeating,False,14.1556,False,
87,160268302,1,2629.69,4,233750,710.198,61.1711,23,12.0719,5894,1.41945,3,24,0,0,3.00429,306.867,1400.48,0.972587,182.467,75.1306,False,False,3,1.66316,False,1,,,single,True,6.67811,False,B
88,159241248,3,2613.04,6,271279,691.836,61.6667,36,12.5008,6200,2.72985,3,24,0,0,8.50448,821.517,1946.9,0.988513,226.31,81.3828,False,False,3,1.14101,False,3,,,repeating,False,13.8358,False,
89,153950598,1,2632.37,12,198145,683.128,86.6584,72,12.6386,5882,1.05632,3,24,0,0,4.14462,427.902,1977.73,0.980463,173.2,70.9827,False,False,1,1.04431,False,2,,,single,True,4.57556,False,B
90,230396307,1,2632.86,4,186043,670.862,74.9982,23,11.6975,6124,1.3278,3,24,0,0,4.03673,631.725,1223.31,0.961097,286.611,61.8251,False,False,2,2.37871,False,2,,,single,True,5.5731,False,B
91,10112645,1,2618.13,3,361708,670.831,83.8412,18,11.8796,6043,1.9325,1.5,12,1,0,9.19908,7044.4,1306.38,0.997417,174.008,41.3754,False,False,0,0.812241,False,5,,,repeating,False,11.3098,False,
92,376503359,1,2634.33,2,306051,643.675,39.6685,12,11.3398,4989.38,1.20351,0.5,4,1,0,5.1139,29538.6,1015.56,0.984129,162.464,44.4004,False,False,1,1.10233,False,4,,,repeating,False,6.47894,False,
93,10112645,2,2631.99,3,353123,636.457,95.8446,17,11.8796,6043,1.9325,1.5,12,1,0,9.19908,7044.4,1306.38,0.997417,174.008,41.3754,False,False,2,0.812241,False,5,,,repeating,False,11.1748,False,
94,258919318,1,2617.81,3,202419,631.82,91.4975,18,10.9669,6283,2.4785,0.75,6,1,0,2.62574,2525.75,802.438,0.967893,288.431,68.4572,False,False,2,2.14664,False,8,,,repeating,False,10.8511,False,
95,258919318,2,2628.34,3,202398,631.753,21.5043,18,10.9669,6283,2.4785,0.75,6,1,0,2.62574,2525.75,802.438,0.967893,288.431,68.4572,False,False,5,2.14664,False,8,,,repeating,False,10.8505,False,
96,258919318,3,2633.6,3,202185,631.09,57.1604,18,10.9669,6283,2.4785,0.75,6,1,0,2.62574,2525.75,802.438,0.967893,288.431,68.4572,False,False,4,2.14664,False,8,,,repeating,False,10.8448,False,
97,147624281,1,2634.52,8,242703,623.673,35.1779,47,12.7906,5109.17,1.20604,3,24,0,0,8.54645,1280.73,2310.84,0.919642,197.424,55.8798,False,False,0,0.502816,False,1,,,single,True,5.78172,False,B
98,10112645,3,2635.78,4,317704,617.736,5.01128,23,11.8796,6043,1.9325,1.5,12,1,0,9.19908,7044.4,1306.38,0.997417,174.008,41.3754,True,True,7,0.812241,False,5,,,common_mode,False,10.5996,False,
99,99254945,1,2610.88,2,154248,601.23,16.1667,12,11.0203,4780,0.754693,3,24,0,0,12.8891,940.388,754.056,0.996228,169.332,39.7176,True,False,5,1.14101,False,6,,,repeating,False,2.88428,False,
100,138665546,1,2630.76,8,334179,600.488,109.171,48,11.9489,6528.84,2.80455,1.25,10,1,0,4.81427,4225.65,1477.31,0.989611,136.618,25.1267,False,False,0,1.72118,False,4,,,single,True,15.7765,False,B
101,99254945,2,2634.01,2,153897,599.862,47.5092,12,11.0203,4780,0.754693,3,24,0,0,12.8891,940.388,754.056,0.996228,169.332,39.7176,False,False,0,1.14101,False,6,,,repeating,False,2.881,False,
102,99254945,3,2618.59,2,153687,599.046,72.8404,12,11.0203,4780,0.754693,3,24,0,0,12.8891,940.388,754.056,0.996228,169.332,39.7176,False,False,0,1.14101,False,6,,,repeating,False,2.87904,False,
103,329351474,1,2620.48,1.5,477367,591.298,19.6712,9,8.3178,5342,1.04966,2,16,1,0,7.51444,3116.48,569.475,0.327841,270.077,52.8544,False,False,1,1.19902,False,3,,,single,True,7.0572,False,B
104,99254945,4,2626.3,1.5,171697,589.413,3.65837,9,11.0203,4780,0.754693,3,24,0,0,12.8891,940.388,754.056,0.996228,169.332,39.7176,True,False,1,1.14101,False,6,,,repeating,False,3.04305,False,
105,230023944,2,2613.83,8,81972.1,586.14,59.3333,47,11.0135,5636,2.40642,3,24,0,0,6.4802,392.75,724.026,0.988232,291.921,65.1313,False,False,1,1.66316,False,2,,,repeating,False,6.70443,False,
106,365936982,1,2631.56,2,205704,582.763,106.156,12,9.835,6865,2.77838,1.25,10,1,0,1.75075,684.945,447.217,0.997087,180.183,77.0834,False,False,0,0.5,False,7,,,repeating,False,12.2623,False,
107,365936982,2,2615.89,2,205613,582.505,114.5,12,9.835,6865,2.77838,1.25,10,1,0,1.75075,684.945,447.217,0.997087,180.183,77.0834,False,False,1,0.5,False,7,,,repeating,False,12.2596,False,
108,365936982,3,2621.12,2,205468,582.093,12.1635,12,9.835,6865,2.77838,1.25,10,1,0,1.75075,684.945,447.217,0.997087,180.183,77.0834,False,False,0,0.5,False,7,,,repeating,False,12.2552,False,
109,258919318,4,2612.56,2,206032,581.907,4.16667,12,10.9669,6283,2.4785,0.75,6,1,0,2.62574,2525.75,802.438,0.967893,288.431,68.4572,False,False,1,2.14664,False,8,,,repeating,False,10.9475,False,
110,237101640,1,2632.94,2,271384,567.267,73.0017,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,1,0.657529,False,10,,,repeating,False,12.8102,False,
111,237101640,2,2629.25,2,271138,566.753,90.4985,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,0,0.657529,False,10,,,repeating,False,12.8044,False,
112,237101640,3,2618.18,2,270919,566.295,82.6682,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,1,0.657529,False,10,,,repeating,False,12.7992,False,
113,224289812,1,2627.39,1.5,313144,565.09,29.995,9,10.8645,5934,1.59955,3,24,0,0,7.97966,2029.24,745.585,0.988867,183.07,57.1007,True,False,1,0.908937,False,7,,,repeating,False,8.71019,False,
114,237101640,4,2610.79,2,269675,563.695,8.16667,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,True,False,4,0.657529,False,10,,,repeating,False,12.7698,False,
115,237101640,5,2612.64,2,268323,560.869,52.5,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,0,0.657529,False,10,,,repeating,False,12.7377,False,
116,237101640,6,2627.41,2,268256,560.728,46.1652,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,True,False,2,0.657529,False,10,,,repeating,False,12.7361,False,
117,237101640,7,2616.33,2,267841,559.862,127.002,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,1,0.657529,False,10,,,repeating,False,12.7263,False,
118,362103910,1,2629.07,2,349982,559.458,69.1671,12,11.8092,4898,1.11414,2,16,1,0,11.31,7244.59,1231.31,0.958023,268.223,67.6221,False,False,2,1.06365,False,4,,,repeating,False,6.41387,False,
119,237101640,8,2631.1,2,267646,559.452,117.168,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,0,0.657529,False,10,,,repeating,False,12.7216,False,
120,237101640,9,2620.03,2,267313,558.756,38.3348,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,0,0.657529,False,10,,,repeating,False,12.7137,False,
121,237101640,10,2634.79,2,266957,558.012,28.6683,12,11.3958,6243,2.527,0.5,4,1,0,1.85035,2610.44,1112.27,0.975047,240.785,69.5707,False,False,0,0.657529,False,10,,,repeating,False,12.7052,False,
122,362103910,2,2618.98,2,347916,556.157,63.3333,12,11.8092,4898,1.11414,2,16,1,0,11.31,7244.59,1231.31,0.958023,268.223,67.6221,False,False,1,1.06365,False,4,,,repeating,False,6.39491,False,
123,160536110,4,2621.47,1,216551,548.628,3.66475,6,11.2926,5666,1.48569,0.75,6,1,0,3.19094,5382.47,970.095,0.890779,241.634,77.0092,True,False,3,1.10233,False,6,,,secondary,False,6.72769,False,
