tic,trial,t0,depth_ppm,duration_h,expected_snr,expected_snr_white,window_d,max_dur_h,long_limited,hf_variable,recovered,top_ranked,det_t0,det_depth_ppm,det_duration_h,measured_snr
24004202,6,2631.49,7800.24,2,11.1603,11.5361,3,24,0,0,1,1,2631.49,7031.67,2,11.1457
24004202,7,2611.06,17682.8,2,25.2999,26.152,3,24,0,0,1,1,2611.06,17041.8,1.5,23.9508
24004202,8,2627.2,8557.22,24,44.8507,43.8406,3,24,0,0,1,1,2627.18,7668.84,24,41.1215
24004202,9,2617.49,17130.9,4,29.9032,35.8301,3,24,0,0,1,1,2617.49,17610.4,3,31.415
24004202,10,2635.25,26388.9,2,37.7561,39.0278,3,24,0,0,1,1,2635.26,24463.3,2,38.9692
24004202,11,2616.69,9429.01,8,21.7667,27.89,3,24,0,0,1,1,2616.69,9751.9,6,21.1724
24004202,12,2634.92,18695.8,8,43.1588,55.3002,3,24,0,0,1,1,2634.93,16748.9,8,41.178
24004202,13,2615.53,10789.3,1,11.0534,11.2832,3,24,0,0,1,1,2615.53,9188.63,1,10.4456
24004202,14,2621.61,20094.9,2,28.751,29.7194,3,24,0,0,0,0,,,,
24004202,15,2628.18,17512.7,2,25.0564,25.9003,3,24,0,0,1,1,2628.18,15056,2,23.8159
24004202,16,2629.15,2246.14,4,3.9208,4.69792,3,24,0,0,0,0,,,,3.76757
24004202,17,2617.57,1506.38,8,3.47745,4.45572,3,24,0,0,0,0,,,,4.22713
24004202,18,2612.99,1601.3,8,3.69657,4.73649,3,24,0,0,0,0,,,,3.22595
24004202,19,2635.08,3571.61,24,18.7198,18.2982,3,24,0,0,1,1,2634.99,3534.81,24,20.4173
27036892,0,2626.11,1355.94,24,8.83649,8.6807,3,24,0,0,0,0,,,,5.56393
27036892,1,2633.4,2071.48,8,7.14973,7.65657,3,24,0,0,0,0,,,,6.35752
27036892,2,2629.06,1042.83,16,6.01072,5.45104,3,24,0,0,0,0,,,,4.90222
27036892,3,2632.41,8912.7,1,11.6287,11.6471,3,24,0,0,1,1,2632.4,7670.84,1,11.025
27036892,4,2620.48,18533.7,1,24.1815,24.2198,3,24,0,0,1,1,2620.49,16168.2,1,23.3469
27036892,5,2634.39,1583.93,16,9.12958,8.27949,3,24,0,0,1,1,2634.41,1887.53,12,8.74387
27036892,6,2615.46,829.525,16,4.78128,4.33608,3,24,0,0,0,0,,,,2.97608
27036892,7,2615.31,3487.11,4,8.11455,9.11386,3,24,0,0,1,1,2615.31,3804.93,3,8.87924
27036892,8,2629.79,9313.65,4,21.673,24.3421,3,24,0,0,1,1,2629.78,9146.88,3,21.5099
27036892,9,2613.2,6886.75,24,44.8799,44.0887,3,24,0,0,1,1,2613.19,6243.88,24,37.1534
27036892,10,2618.64,2012.58,8,6.94643,7.43886,3,24,0,0,0,0,,,,5.55911
27036892,11,2614.88,4412.05,4,10.2669,11.5313,3,24,0,0,1,1,2614.88,4152.53,4,9.77538
27036892,12,2614.95,8975.26,24,58.4904,57.4592,3,24,0,0,1,1,2615.02,8817.11,16,42.8758
27036892,13,2630.38,3412.15,4,7.94012,8.91795,3,24,0,0,1,1,2630.39,3590.65,3,8.308
27036892,14,2612.75,5426.17,8,18.7284,20.0561,3,24,0,0,1,1,2612.75,5333.51,8,19.5595
27036892,15,2612.31,4011.53,1,5.23397,5.24224,3,24,0,0,0,0,,,,3.49655
27036892,16,2632.04,5023.26,16,28.9535,26.2575,3,24,0,0,1,1,2632.06,4619.34,16,24.0806
27036892,17,2617.04,670.409,24,4.36896,4.29193,3,24,0,0,0,0,,,,2.3755
27036892,18,2612.86,4531.16,2,8.22181,8.37398,3,24,0,0,1,1,2612.87,4294.01,2,8.50299
27036892,19,2621.52,3588.04,8,12.3841,13.262,3,24,0,0,1,1,2621.45,3781.62,3,8.90899
27072954,0,2619.79,29071.9,1,48.48,62.1192,3,24,0,0,1,1,2619.79,23716.9,1,43.7853
27072954,1,2626.58,3484.08,24,12.1955,36.4709,3,24,0,0,0,0,,,,6.13268
27072954,2,2634.15,6893.01,24,24.128,72.1551,3,24,0,0,1,1,2634.11,6583.45,16,19.5835
27072954,3,2627.36,1329.56,24,4.65395,13.9177,3,24,0,0,0,0,,,,3.33911
27072954,4,2615.47,14611.5,1,24.366,31.221,3,24,0,0,1,1,2615.47,11984.5,1,22.1321
27072954,5,2632.58,1259,8,3.46122,7.60892,3,24,0,0,0,0,,,,3.59951
27072954,6,2631.39,6836.46,4,16.0488,29.2155,3,24,0,0,1,1,2631.39,7641.12,3,18.3791
27072954,7,2635.63,2629.35,16,8.60324,22.4729,3,24,0,0,1,1,2635.57,3457.93,8,10.3199
27072954,8,2611.22,6272.98,1,10.4608,13.4038,3,24,0,0,1,0,2611.22,4737.75,1,8.76967
27072954,9,2629.12,9511.28,2,19.2984,28.7413,3,24,0,0,1,1,2629.12,8901.53,1.5,18.3762
27072954,10,2629.02,5115.84,4,12.0096,21.8625,3,24,0,0,1,1,2629.02,5213.01,3,12.1768
27072954,11,2630.96,2547.72,24,8.91793,26.6692,3,24,0,0,0,0,,,,5.84163
27072954,12,2628.07,3508.47,8,9.6454,21.2038,3,24,0,0,1,0,2628.02,3549.07,4,8.97788
27072954,13,2611.82,4026.11,16,13.1735,34.4111,3,24,0,0,1,1,2611.85,2954.32,12,9.91625
27072954,14,2630.22,11899.7,1,19.8439,25.4267,3,24,0,0,1,1,2630.23,9703.96,1,17.8892
27072954,15,2631.97,7486.81,1,12.4849,15.9974,3,24,0,0,1,1,2631.97,5895.37,1,10.8683
27072954,16,2615.06,2130.14,16,6.96984,18.2063,3,24,0,0,0,0,,,,5.70728
27072954,17,2613.59,1457.14,24,5.1005,15.2531,3,24,0,0,0,0,,,,4.87572
27072954,18,2611.59,3907.4,1,6.51594,8.34911,3,24,0,0,0,0,,,,4.9403
27072954,19,2617.45,1332.29,24,4.66348,13.9462,3,24,0,0,0,0,,,,4.70148
27107017,0,2612.2,50000,16,2.9404,11.1434,3,24,0,1,0,0,,,,4.02404
27107017,1,2615.95,50000,16,2.9404,11.1434,3,24,0,1,0,0,,,,4.09567
27107017,2,2615.36,50000,24,5.3176,13.6478,3,24,0,1,0,0,,,,4.2627
27107017,3,2629.95,50000,16,2.9404,11.1434,3,24,0,1,0,0,,,,3.90611
27107017,4,2610.33,50000,4,1.85761,5.57169,3,24,0,1,0,0,,,,2.94804
27107017,5,2610.79,50000,2,0.381368,3.93978,3,24,0,1,0,0,,,,1.97795
27107017,6,2621.34,50000,4,1.85761,5.57169,3,24,0,1,0,0,,,,2.31746
27107017,7,2633.22,50000,1,0.264556,2.78585,3,24,0,1,0,0,,,,1.4615
27107017,8,2635.83,50000,24,5.3176,13.6478,3,24,0,1,0,0,,,,4.11441
27107017,9,2628.92,50000,24,5.3176,13.6478,3,24,0,1,0,0,,,,4.50821
27107017,10,2631.93,50000,1,0.264556,2.78585,3,24,0,1,0,0,,,,1.16478
27107017,11,2635.95,50000,8,2.65747,7.87956,3,24,0,1,0,0,,,,0.928439
27107017,12,2615.74,50000,24,5.3176,13.6478,3,24,0,1,0,0,,,,4.5534
27107017,13,2634.27,50000,4,1.85761,5.57169,3,24,0,1,0,0,,,,2.73744
27107017,14,2610.25,50000,1,0.264556,2.78585,3,24,0,1,0,0,,,,1.64675
27107017,15,2614.36,50000,24,5.3176,13.6478,3,24,0,1,0,0,,,,4.1836
27107017,16,2630.95,50000,8,2.65747,7.87956,3,24,0,1,0,0,,,,3.46042
27107017,17,2626.22,50000,4,1.85761,5.57169,3,24,0,1,0,0,,,,2.01259
27107017,18,2616.54,50000,24,5.3176,13.6478,3,24,0,1,0,0,,,,4.16261
27107017,19,2615.88,50000,8,2.65747,7.87956,3,24,0,1,0,0,,,,3.53753
21031024,0,2628.07,897.452,8,4.64709,5.13175,3,24,0,0,0,0,,,,3.41987
21031024,1,2610.68,3699.17,2,10.0886,10.5762,3,24,0,0,1,1,2610.68,3515.69,2,10.5515
21031024,2,2614.88,5925.47,2,16.1604,16.9413,3,24,0,0,1,1,2614.88,6199.99,1.5,16.632
21031024,3,2634.06,522.871,16,5.03452,4.22828,3,24,0,0,0,0,,,,3.9539
21031024,4,2627.14,779.909,24,8.79873,7.7243,3,24,0,0,0,0,,,,6.24738
21031024,5,2616.44,2009.61,24,22.6718,19.9033,3,24,0,0,1,1,2616.44,1703.71,24,20.7368
21031024,6,2619.53,2702.82,16,26.0244,21.8568,3,24,0,0,1,1,2619.54,2521.06,16,24.2567
21031024,7,2621.13,21588.7,1,43.9894,43.6451,3,24,0,0,1,1,2621.13,18836.4,1,42.4389
21031024,8,2628.01,4842.88,4,18.3757,19.5814,3,24,0,0,1,1,2628.01,4098.59,4,17.3163
21031024,9,2633.84,3966.45,1,8.08209,8.01885,3,24,0,0,1,1,2633.84,3289.39,1,7.3597
21031024,10,2619.31,375.718,24,4.23874,3.72114,3,24,0,0,0,0,,,,4.11036
21031024,11,2626.88,4618.14,1,9.40997,9.33634,3,24,0,0,1,1,2626.89,3229.73,1,7.29474
21031024,12,2618.91,12336.2,2,33.6442,35.2701,3,24,0,0,1,1,2618.92,10829.6,2,32.7168
21031024,13,2631.54,1289.62,2,3.51716,3.68712,3,24,0,0,0,0,,,,4.14504
21031024,14,2614.81,2137.25,1,4.35488,4.3208,3,24,0,0,0,0,,,,4.63751
21031024,15,2628.36,5850.21,8,30.2929,33.4523,3,24,0,0,1,1,2628.36,5343.7,8,30.156
21031024,16,2618.03,2507.02,24,28.2835,24.8298,3,24,0,0,1,1,2618.03,2334.43,24,28.0519
21031024,17,2615.15,370.327,24,4.17793,3.66776,3,24,0,0,0,0,,,,2.99172
21031024,18,2612.93,809.015,16,7.78969,6.54223,3,24,0,0,0,0,,,,5.32753
21031024,19,2626.26,1038.62,4,3.94091,4.19948,3,24,0,0,0,0,,,,3.91142
21123653,0,2611.95,1002.82,16,5.94891,4.84922,3,24,0,1,0,0,,,,5.29784
21123653,1,2617.2,10823.7,8,41.6804,37.0091,3,24,0,1,1,1,2617.2,10849.4,6,39.376
21123653,2,2632.5,3254.28,4,9.20394,7.86813,3,24,0,1,1,1,2632.49,3387.74,4,10.4539
21123653,3,2634.65,8066.17,1,3.56309,9.75111,3,24,0,1,1,1,2634.66,3850.51,2,8.71683
21123653,4,2615.62,366.938,24,3.02101,2.17313,3,24,0,1,0,0,,,,3.16599
21123653,5,2612.29,11337,2,23.2101,19.3821,3,24,0,1,1,1,2612.29,9678.29,2,21.8775
21123653,6,2615.04,50000,1,22.0867,60.4445,3,24,0,1,1,1,2615.05,21915.1,2,49.8062
21123653,7,2611.2,598.582,16,3.55089,2.89448,3,24,0,1,0,0,,,,3.60565
21123653,8,2618.44,2525.31,24,20.7909,14.9557,3,24,0,1,1,1,2618.5,2365.76,24,17.9313
21123653,9,2629.75,4132.64,24,34.0242,24.4749,3,24,0,1,1,1,2629.75,3643.69,24,29.92
21123653,10,2620.54,8504.2,2,17.4105,14.539,3,24,0,1,1,1,2620.54,6715.34,2,15.3961
21123653,11,2629.5,2863.11,24,23.5721,16.9563,3,24,0,1,1,1,2629.48,2751.75,24,22.2183
21123653,12,2615.24,50000,1,22.0867,60.4445,3,24,0,1,1,1,2615.25,20460.8,2,46.6049
21123653,13,2625.47,2372.35,4,6.7096,5.73581,3,24,0,1,0,0,,,,
21123653,14,2613.2,3645.73,16,21.627,17.6291,3,24,0,1,1,1,2613.19,3276.48,16,19.9482
21123653,15,2634.18,1529.16,2,3.13063,2.6143,3,24,0,1,0,0,,,,1.93176
21123653,16,2621.31,3198.9,16,18.9764,15.4685,3,24,0,1,1,1,2621.2,3577.42,8,14.9825
21123653,17,2619.25,4869.32,4,13.7717,11.773,3,24,0,1,1,1,2619.25,4321.74,4,13.2847
21123653,18,2615.71,2498.59,2,5.11533,4.27166,3,24,0,1,0,0,,,,5.70583
21123653,19,2617.68,42217.2,1,18.6487,51.036,3,24,0,1,1,1,2617.7,18047.4,2,40.8615
23992579,0,2610.42,28294.8,2,40.127,40.7348,3,24,0,0,1,1,2610.42,26961.1,1.5,37.5084
23992579,1,2629.4,3502.64,4,6.98008,7.1313,3,24,0,0,0,0,,,,6.53894
23992579,2,2635.36,23903.2,1,24.5165,24.3332,3,24,0,0,1,1,2635.36,19702.9,1,22.307
23992579,3,2619.06,18121.9,2,25.7,26.0893,3,24,0,0,1,1,2619.06,19334,1.5,26.8347
23992579,4,2626.09,7772.05,8,21.0726,22.3781,3,24,0,0,0,0,,,,5.0729
23992579,5,2627.43,10137.8,16,45.0691,41.2808,3,24,0,0,1,1,2627.43,9091.98,16,41.3555
23992579,6,2611.33,649.628,24,3.97878,3.23977,3,24,0,0,0,0,,,,3.3082
23992579,7,2635.38,4939.13,16,21.9576,20.1119,3,24,0,0,1,1,2635.41,5891.21,12,23.759
23992579,8,2619.44,3031.29,8,8.21882,8.72802,3,24,0,0,0,0,,,,6.90936
23992579,9,2628.61,7200.69,24,44.1021,35.9106,3,24,0,0,1,1,2628.61,6567.48,24,36.408
23992579,10,2618.99,37324.4,1,38.282,37.9958,3,24,0,0,1,1,2618.99,31839.7,1,36.006
23992579,11,2618.24,1114.71,24,6.8273,5.5592,3,24,0,0,0,0,,,,5.08105
23992579,12,2610.81,2256.16,2,3.19963,3.24809,3,24,0,0,0,0,,,,4.05143
23992579,13,2610.68,18960.4,4,37.7844,38.6029,3,24,0,0,1,1,2610.68,15951.1,4,35.7011
23992579,14,2617.77,17441.8,1,17.8893,17.7556,3,24,0,0,1,1,2617.78,16217.9,1,18.473
23992579,15,2619.53,3682.61,24,22.5549,18.3656,3,24,0,0,1,1,2619.55,3255.14,24,20.4598
23992579,16,2617.91,16003.1,4,31.8912,32.5821,3,24,0,0,1,1,2617.92,14705.5,4,32.2606
23992579,17,2611.52,2611.34,24,15.9937,13.023,3,24,0,0,1,1,2611.58,2244.46,24,13.5119
23992579,18,2618.83,2355.42,2,3.34039,3.39099,3,24,0,0,0,0,,,,3.86064
23992579,19,2631.34,5555.3,8,15.0622,15.9954,3,24,0,0,1,1,2631.33,4972.24,8,14.8294
23993200,0,2634.81,22419,2,29.4475,28.5272,3,24,0,0,1,1,2634.81,20177.2,2,29.18
23993200,1,2632.07,6859.74,1,6.04414,6.17215,3,24,0,0,0,0,,,,4.89601
23993200,2,2612.44,1945.48,4,3.77137,3.50094,3,24,0,0,0,0,,,,3.70258
23993200,3,2618.26,635.743,24,4.73266,2.80231,3,24,0,0,0,0,,,,3.53161
23993200,4,2615.84,13436.3,2,17.6487,17.0971,3,24,0,0,1,1,2615.84,12848.7,1.5,15.897
23993200,5,2618.28,7249.89,4,14.0542,13.0464,3,24,0,0,1,1,2618.29,6656.22,4,13.8974
23993200,6,2611.22,50000,1,44.0552,44.9882,3,24,0,0,1,1,2611.22,43229.9,1,42.266
23993200,7,2631.61,6793.9,8,21.0986,17.2899,3,24,0,0,1,1,2631.61,6154.76,8,20.4272
23993200,8,2618.89,9431.26,1,8.30992,8.48591,3,24,0,0,1,1,2618.88,8580.08,1,8.38989
23993200,9,2617.1,6081.56,16,30.9787,21.8879,3,24,0,0,1,1,2617.11,5487.36,16,28.5344
23993200,10,2614.22,37004.8,1,32.6051,33.2956,3,24,0,0,1,1,2614.22,28534.5,1,22.7723
23993200,11,2628.5,2272.15,16,11.5741,8.17759,3,24,0,0,1,1,2628.31,1643.27,24,14.4877
23993200,12,2632.67,532.012,24,3.96045,2.34507,3,24,0,0,0,0,,,,3.55286
23993200,13,2616.37,7598.64,16,38.7066,27.348,3,24,0,0,1,1,2616.37,6939.03,16,35.8844
23993200,14,2618.18,6338.32,8,19.6838,16.1305,3,24,0,0,1,1,2618.18,5720.57,8,18.7459
23993200,15,2617.45,752.825,24,5.60425,3.3184,3,24,0,0,0,0,,,,4.74577
23993200,16,2631.13,23710.2,4,45.963,42.6672,3,24,0,0,1,1,2631.13,20904.5,4,44.0836
23993200,17,2611.45,6573.88,1,5.79228,5.91495,3,24,0,0,0,0,,,,5.29398
23993200,18,2614.36,1254.19,8,3.89489,3.1918,3,24,0,0,0,0,,,,3.71153
23993200,19,2619.57,35781.5,1,31.5272,32.1949,3,24,0,0,1,1,2619.56,30994.5,1,30.3425
99826093,0,2626.35,9956.03,24,24.1504,70.221,3,24,0,0,1,1,2626.58,8772.85,8,20.6096
99826093,1,2619.51,2066.57,24,5.0129,14.5757,2.5,20,1,0,0,0,,,,3.83565
99826093,2,2620.13,39749.3,2,57.5137,80.9318,3,24,0,0,1,1,2620.13,40471.5,1.5,61.169
99826093,3,2616.56,1839.11,4,3.2027,5.29556,3,24,0,0,0,0,,,,4.58983
99826093,4,2616.69,8014.57,8,17.6055,32.6362,3,24,0,0,1,1,2616.68,8451.75,6,18.3099
99826093,5,2615.65,5760.94,4,10.0324,16.5882,3,24,0,0,1,1,2615.67,5912.33,2,9.4449
99826093,6,2615.15,7829.62,4,13.6349,22.5448,3,24,0,0,1,1,2615.14,7321.84,3,13.0122
99826093,7,2614.42,15001.1,16,34.9407,86.3891,3,24,0,0,1,1,2614.4,14415.6,12,33.5746
99826093,8,2626.44,5866.93,8,12.8878,23.8908,3,24,0,0,1,1,2626.45,4381.24,6,9.84636
99826093,9,2628.06,4791.27,8,10.5249,19.5106,3,24,0,0,1,1,2628.03,5581.72,6,12.8054
99826093,10,2633.03,4004.5,16,9.32732,23.0613,3,24,0,0,1,1,2633.02,3955.73,12,9.30237
99826093,11,2615.08,29111.4,2,42.1217,59.2726,3,24,0,0,1,1,2615.08,28711.8,1.5,43.005
99826093,12,2612.99,4174.77,4,7.27013,12.0209,3,24,0,0,1,1,2612.99,4627.15,3,8.30845
99826093,13,2619.31,14636.9,24,35.5048,103.235,3,24,0,0,1,1,2619.31,14352,12,34.3615
99826093,14,2611.12,1841.49,4,3.20686,5.30244,3,24,0,0,0,0,,,,2.49603
99826093,15,2628.99,7127.57,2,10.313,14.5121,3,24,0,0,1,1,2629,6785.12,1.5,10.132
99826093,16,2615.96,2756.24,1,3.37526,3.96818,3,24,0,0,0,0,,,,3.67028
99826093,17,2620.14,7813.6,16,18.1995,44.9973,3,24,0,0,1,1,2620.12,8210.66,12,20.1892
99826093,18,2633.78,4155.06,16,9.678,23.9283,3,24,0,0,1,1,2633.8,4475.97,12,10.6294
99826093,19,2629.35,3953.19,2,5.71992,8.04892,3,24,0,0,0,0,,,,5.70679
99866938,0,2633.6,1091.52,8,3.94949,4.41709,3,24,0,0,0,0,,,,3.60327
