rank,tic,rank_in_star,t0,duration_h,depth_ppm,snr,edge_dist_h,n_in,tmag,teff,radius,window_d,max_dur_h,long_limited,hf_variable,var_period_d,var_amp_ppm,sigma_pt_ppm,crowdsap,ra,dec,crowded_time_bin,common_mode,n_coincident,n_coincident_expected,partial,n_dips_star,toi_match,toi_host,category,candidate,rp_rjup,planet_sized,tier
87,160268302,1,2629.69,4,233750,710.198,61.1711,23,12.0719,5894,1.41945,3,24,0,0,3.00429,306.867,1400.48,0.972587,182.467,75.1306,False,False,3,1.66316,False,1,,,single,True,6.67811,False,B
89,153950598,1,2632.37,12,198145,683.128,86.6584,72,12.6386,5882,1.05632,3,24,0,0,4.14462,427.902,1977.73,0.980463,173.2,70.9827,False,False,1,1.04431,False,2,,,single,True,4.57556,False,B
90,230396307,1,2632.86,4,186043,670.862,74.9982,23,11.6975,6124,1.3278,3,24,0,0,4.03673,631.725,1223.31,0.961097,286.611,61.8251,False,False,2,2.37871,False,2,,,single,True,5.5731,False,B
97,147624281,1,2634.52,8,242703,623.673,35.1779,47,12.7906,5109.17,1.20604,3,24,0,0,8.54645,1280.73,2310.84,0.919642,197.424,55.8798,False,False,0,0.502816,False,1,,,single,True,5.78172,False,B
100,138665546,1,2630.76,8,334179,600.488,109.171,48,11.9489,6528.84,2.80455,1.25,10,1,0,4.81427,4225.65,1477.31,0.989611,136.618,25.1267,False,False,0,1.72118,False,4,,,single,True,15.7765,False,B
103,329351474,1,2620.48,1.5,477367,591.298,19.6712,9,8.3178,5342,1.04966,2,16,1,0,7.51444,3116.48,569.475,0.327841,270.077,52.8544,False,False,1,1.19902,False,3,,,single,True,7.0572,False,B
129,219433150,2,2618.2,6,246548,533.767,82.1666,36,12.6184,6208,1.61539,3,24,0,0,7.97739,965.684,2096.69,0.981501,204.734,72.812,False,False,1,1.00563,False,4,,,single,True,7.80523,False,B
141,142865103,1,2634.45,4,87308.3,525.077,36.8259,24,10.4932,6203,2.20774,3,24,0,0,12.4269,307.68,613.184,0.957225,175.661,70.6618,False,False,1,0.85092,False,1,,,single,True,6.34794,False,B
150,53566790,1,2633.01,6,46400.2,512.964,71.3431,36,10.2357,5321,0.959997,3,24,0,0,12.8058,380.733,520.404,0.998703,182.289,50.2234,False,False,1,0.502816,False,1,,,single,True,2.01227,False,B
153,232521510,1,2620.39,16,53052.6,510.303,29.4996,96,11.1954,6185,1.66806,3,24,0,0,12.7638,534.619,831.971,0.996998,192.878,71.9953,False,False,0,0.908937,False,1,,,single,True,3.73872,False,B
154,258393574,1,2629.65,4,137747,509.973,87.1712,24,10.7962,6092,2.54575,3,24,0,0,11.3761,1829.15,700.825,0.945223,297.57,61.9261,False,False,3,1.66316,False,1,,,single,True,9.19421,False,B
155,288525633,1,2613.21,6,133060,508.154,49.6667,35,10.8989,6431,2.31943,3,24,0,0,12.4234,868.132,766.743,0.941172,275.124,78.6439,False,False,1,1.43109,False,4,,,single,True,8.23308,False,B
157,252791409,1,2632.59,1.5,171341,504.161,81.5014,9,7.545,6288.09,1.49214,1,8,1,0,3.06879,2086.18,301.785,0.999914,164.416,47.7581,False,False,0,0.696207,False,5,,,single,True,6.01033,False,B
198,236773041,1,2627.13,4,299123,476.86,26.668,24,12.2135,5629,1.18798,3,24,0,0,11.3762,3577.73,1563.16,0.969118,274.367,67.5456,True,False,1,1.04431,False,3,,,single,True,6.32254,False,B
265,148914403,1,2617.33,3,128503,407.184,57.6662,18,7.99381,6129.34,2.09802,0.5,4,1,0,2.40827,6237.33,259.354,0.999097,187.183,68.9202,False,False,1,1.00563,False,6,,,single,True,7.31853,False,B
280,356340346,1,2634.2,1,386302,400.401,42.8459,6,8.1517,6898,4.23211,0.5,4,1,0,6.38208,27457.6,418.797,0.995421,268.365,52.3855,False,False,1,1.12167,False,9,,,single,True,25.5963,False,B
288,310995456,1,2611.74,1,211148,396.098,32.6667,6,11.2642,4588,1.01232,2,16,1,0,10.6714,6169.4,866.875,0.973629,203.616,60.2774,True,False,0,0.657529,False,1,,,single,True,4.52657,False,B
314,166151015,1,2611.94,1.5,376513,380.532,37,9,12.6246,5697,1.26591,2.5,20,1,0,12.7918,7203.21,1902.97,0.983844,216.118,63.3978,False,False,1,1.31506,False,2,,,single,True,7.55875,False,B
316,159162060,1,2615.97,2,388996,380.056,135.673,12,12.7301,5587.76,1.36443,1,8,1,0,2.18165,1588.88,2294.72,0.978151,199.62,57.8025,False,False,0,0.502816,False,1,,,single,True,8.28097,False,B
409,288525509,1,2627.42,4,191848,351.127,29.0061,24,12.4872,6272,2.70126,0.75,6,1,0,2.53184,2191.82,1835.53,0.939602,274.969,78.3157,True,False,3,1.48911,False,2,,,single,True,11.5134,False,B
439,229674420,1,2613.43,4,107439,328.394,55.8333,24,11.8842,5712,1.50923,0.75,6,1,0,2.14498,1811.93,1171.01,0.996411,252.729,74.3106,False,False,5,1.50845,False,2,,,single,True,4.81386,False,B
445,307761357,1,2629.49,3,52259.8,325.79,80.1607,13,9.8519,5908.55,2.76159,3,24,0,0,8.15544,311.044,430.041,0.99715,159.756,34.9035,False,False,0,0.889598,False,1,,,single,True,6.14328,False,B
463,154069246,1,2629.01,2,303738,319.909,85.333,12,12.8743,5193,1.05876,1.25,10,1,0,2.50272,1469.44,2225.65,0.966142,208.111,71.2277,False,False,0,0.986293,False,1,,,single,True,5.67812,False,B
497,424439457,1,2613.61,1,209033,304.957,64.5,6,11.0815,4870,0.866831,2.5,20,1,0,8.35418,2768.38,847.026,0.981333,279.432,61.9706,False,False,0,1.35374,False,3,,,single,True,3.85655,False,B
503,147938894,1,2630.15,3,184710,303.313,113.17,18,12.3976,6344,3.11417,1.25,10,1,0,3.03898,1616.26,1720.68,0.997631,166.67,68.2961,False,False,2,1.27638,False,2,,,single,True,13.024,False,B
508,1102119,1,2620.17,1,398785,302.184,35.0059,6,12.6627,6305,1.55933,3,24,0,0,13.0626,1987.84,2299.29,0.973106,155.297,25.3684,False,False,5,1.75986,False,2,,,single,True,9.58219,False,B
621,287270568,1,2619.09,2,314861,271.442,60.8313,12,12.882,3791,0.590754,3,24,0,0,4.81963,1357.28,2929.34,0.886802,155.494,61.1062,False,False,0,0.908937,False,1,,,single,True,3.2257,False,B
627,105513126,1,2633.95,4,110888,263.974,48.8279,24,11.3628,6453.4,2.47888,3,24,0,0,12.7568,1577.86,929.695,0.997742,152.642,45.3017,False,False,0,0.657529,False,2,,,single,True,8.0326,False,B
697,148967558,1,2634.85,2,224044,241.66,27.3336,12,12.7024,5941,1.70539,3,24,0,0,12.8195,1856.17,2140.76,0.955844,191.444,66.2869,False,False,1,0.5,False,3,,,single,True,7.85504,False,B
777,159466872,1,2632.1,3,171602,223.417,93.1546,18,12.9641,3527,0.490982,3,24,0,0,3.92462,678.559,2689.9,0.966595,245.047,82.674,False,False,2,1.43109,False,1,,,single,True,1.97918,True,A
928,8246778,1,2632.56,2,116823,198.079,82.3376,11,12.3838,6069.58,1.66618,3,24,0,0,13.0487,565.582,1688.61,0.997072,161.513,38.7759,False,False,1,0.580172,False,1,,,single,True,5.54171,False,B
974,233637676,1,2635,4,90869,194.139,22.8351,24,11.4979,5639.53,1.04676,3,24,0,0,13.0382,1287.47,1076.54,0.996514,156.369,35.5319,False,False,0,0.5,False,1,,,single,True,3.07052,False,B
979,95836684,1,2615.99,3,83146.1,192.854,135.342,18,11.3858,5674,1.05138,3,24,0,0,10.8943,900.274,1028.88,0.997722,161.816,22.9183,False,False,0,0.541494,False,2,,,single,True,2.95011,False,B
981,141150175,1,2619.99,3,123344,192.667,39.3414,16,12.2314,5308.67,1.34266,1.5,12,1,0,3.21361,1543.8,1576.1,0.931149,179.085,44.5626,False,False,0,0.696207,False,2,,,single,True,4.58863,False,B
989,237214300,1,2632.52,3,109297,189.943,82.9882,18,11.537,5743,1.01238,3,24,0,0,5.12287,690.847,1196.28,0.898662,295.007,74.6734,False,False,3,1.16034,False,2,,,single,True,3.2569,False,B
1020,321415900,1,2611.18,1,71272.9,185.478,3.3344,6,7.02099,6818.29,2.25428,3,24,0,0,5.43698,895.508,166.901,0.992923,163.687,36.7588,True,False,1,1.10233,False,2,,,single,True,5.85636,False,B
1044,307988813,1,2629.72,3,91632.1,180.845,85.9981,18,11.8906,4671.47,0.942195,3,24,0,0,12.8333,659.999,1321.55,0.997584,149.505,29.5524,False,False,0,0.85092,False,2,,,single,True,2.77538,False,B
1059,219752760,1,2621.43,1.5,142976,177.22,3.83071,9,11.8954,6313,1.53602,1.25,10,1,0,3.48865,1895.25,1351.25,0.926286,261.237,62.3084,True,False,0,1.10233,False,2,,,single,True,5.6518,False,B
1089,17238865,1,2628.48,2,108552,172.053,56.1677,12,11.8032,6018,1.3633,3,24,0,0,12.8228,856.032,1328.84,0.892645,147.062,36.3409,False,False,3,2.1273,False,1,,,single,True,4.37087,False,B
1103,219113068,1,2630.35,1,191587,169.741,100.002,6,12.6205,5593,1.56969,3,24,0,0,7.77556,1288.27,1956.32,0.980865,271.931,69.9706,False,False,1,1.48911,False,1,,,single,True,6.68582,False,B
1137,297906975,1,2616.2,4,114074,166.745,120,24,12.5368,5634.85,1.63783,3,24,0,0,6.88452,1320.94,2302.49,0.974052,148.54,53.5275,False,False,2,1.16034,False,1,,,single,True,5.38295,False,B
1201,147993277,1,2617.4,6,26087.5,160.255,101.498,36,10.3444,6394,2.20421,3,24,0,0,10.593,155.378,557.522,0.964952,170.305,69.6789,False,False,0,1.43109,False,2,,,single,True,3.46439,False,B
1239,356541551,1,2634.99,4,182865,153.922,23.8228,24,12.7964,5855,1.43463,3,24,0,0,12.5102,2831.9,2637.51,0.872277,153.759,60.6319,False,False,0,0.889598,False,1,,,single,True,5.96984,False,B
1285,159296456,1,2631.3,1.5,85363.6,149.807,112.488,9,11.6886,5274,1.1353,2.5,20,1,0,9.8075,4527.55,1179.2,0.955716,228.953,82.681,False,False,0,1.14101,False,3,,,single,True,3.22778,False,B
1306,136950041,1,2633.85,6,36658.1,147.309,51.3391,36,11.5393,6058.54,1.91408,3,24,0,0,12.8404,495.922,1093.18,0.947044,173.92,49.7418,False,False,0,0.5,False,2,,,single,True,3.56617,False,B
1317,82223359,1,2634.91,1,136503,143.549,25.8347,6,12.5105,5952,1.39549,3,24,0,0,12.9445,354.558,2109.47,0.986773,150.837,24.6737,False,False,4,0.986293,False,1,,,single,True,5.01713,False,B
1318,258954036,1,2633.8,3,121301,143.332,52.3269,18,12.2759,5702,0.945216,2,16,1,0,8.44236,3629.93,1696.67,0.986611,289.064,68.4696,False,False,4,2.28201,False,2,,,single,True,3.20347,False,B
1336,357128110,1,2611.2,1,126286,141.011,3.33345,6,11.2586,6118,2.19171,2,16,1,0,3.99201,1224.52,881.532,0.990225,275.419,56.8392,True,False,5,1.39241,False,2,,,single,True,7.57912,False,B
1338,232540248,1,2620.52,3,106040,140.933,26.5008,18,12.1551,6149,2.89529,3,24,0,0,11.6035,988.212,1507.33,0.994531,228.004,71.9402,False,False,2,0.792902,False,1,,,single,True,9.17453,False,B
1358,224289728,1,2618.65,1.5,219554,136.82,71.338,9,12.8747,6345.63,1.43029,2.5,20,1,0,5.57372,2047.78,2542.05,0.9719,183.084,56.5459,False,False,3,1.16034,False,3,,,single,True,6.52157,False,B
1361,99817011,1,2610.69,3,233915,135.943,4.50004,18,11.8814,6624,2.15057,0.75,6,1,0,4.19208,13165.9,3373.97,0.826696,163.815,62.7661,True,False,4,1.19902,False,5,,,single,True,10.1214,False,B
1367,354034874,1,2627.98,4,109818,133.748,44.1583,24,12.9269,5955.95,1.52113,3,24,0,0,4.74931,1033.36,2783.95,0.93926,189.536,53.3609,False,False,1,0.676868,False,2,,,single,True,4.90524,False,B
1389,8853239,1,2629.06,4,59240.6,131.206,64.5026,24,11.011,5660.63,1.57649,3,24,0,0,9.55114,463.701,788.786,0.987612,142.369,31.2824,False,False,2,2.35937,False,2,,,single,True,3.73386,False,B
1416,219892238,1,2616.18,4,50687.8,127.215,130.668,24,11.8607,5673,0.92398,3,24,0,0,7.51024,774.475,1198.27,0.963994,262.586,66.1665,False,False,1,0.870259,False,1,,,single,True,2.02429,False,B
1418,453426743,1,2630.79,3,62251.7,126.686,110.005,18,12.2559,6291.82,2.00867,3,24,0,0,6.98096,603.092,1816.99,0.952766,146.278,50.7339,False,False,1,0.63819,False,1,,,single,True,4.87688,False,B
1551,235717325,1,2617.89,2,43029,114.99,89.6639,12,11.3326,6013,1.55782,3,24,0,0,6.2204,604.298,839.634,0.995877,255.041,78.037,False,False,3,0.889598,False,1,,,single,True,3.14453,False,B
1626,1102117,1,2620.27,1,88928.6,107.565,32.5059,6,12.2529,6016,1.1626,3,24,0,0,,211.527,1823.19,0.815173,155.261,25.3628,False,False,4,1.79853,False,1,,,single,True,3.37372,False,B
1631,1095341,1,2618.61,2,34183.5,107.408,72.3392,12,10.8655,5712.11,2.07881,3,24,0,0,13.0661,199.802,747.115,0.97676,154.841,24.8544,False,False,1,1.74052,False,1,,,single,True,3.74008,False,B
1687,51271205,1,2627.85,4,88025.7,103.428,40.991,24,12.3716,5686.62,1.5624,3,24,0,0,9.17676,2390.43,1880.37,0.982795,192.721,53.4032,False,False,1,0.5,False,3,,,single,True,4.51081,False,B
1708,3908295,1,2632.6,1,50532.5,101.514,0.663093,6,11.281,5411.95,2.11699,3,24,0,0,13,575.365,965.7,0.994302,151.646,24.8479,False,False,4,1.17968,True,1,,,single_partial,True,4.63086,False,B
1711,115809615,1,2612.44,6,33438.5,101.072,0.66727,22,11.6711,5415.64,0.856425,3,24,0,0,13.0033,2833.02,1197.21,0.892819,150.377,43.0714,False,False,1,1.16034,True,2,,,single_partial,True,1.52395,True,B
1712,219088686,1,2617.64,2,66834.1,101.011,95.6666,12,12.5657,6488,1.84726,3,24,0,0,5.65498,475.047,1885.3,0.900158,268.462,67.7161,False,False,1,1.31506,False,1,,,single,True,4.64713,False,B
1715,138689000,1,2611.5,3,71187,99.3242,0.333266,11,12.2764,6501.47,1.24574,2.5,20,1,0,12.8331,6710.98,1799.38,0.924104,136.866,28.9334,True,False,1,1.37307,True,1,,,single_partial,True,3.23434,False,B
1736,154492133,1,2613.73,2,10715.6,96.5799,67.5,12,9.3054,6239,2.1602,3,24,0,0,7.37328,135.054,327.891,0.991122,186.635,73.7301,False,False,1,1.72118,False,1,,,single,True,2.176,False,B
1737,105506409,1,2617.43,1.5,58305,96.4983,0.665934,9,12.5249,4653.32,0.943907,3,24,0,0,,205.547,1981.5,0.986472,148.749,43.1077,False,False,1,1.08299,True,1,,,single_partial,True,2.21789,False,B
1774,417734853,1,2613.48,1,126957,91.753,55.3333,6,8.85202,6347,2.84346,3,24,0,0,8.93586,1586.74,289.578,0.975018,299.509,67.861,False,False,2,2.18532,False,3,,,single,True,9.859,False,B
1790,199572139,1,2619.6,2,61740.8,90.2944,48.5055,12,11.9904,5858,2.07317,2.5,20,1,0,6.71796,1808,1291.58,0.958895,241.543,60.6678,False,False,2,0.792902,False,1,,,single,True,5.01278,False,B
1798,362104293,1,2633.75,1.5,30636.2,89.3555,53.4988,8,10.1096,5047,0.807878,3,24,0,0,12.4409,468.032,515.706,0.995016,268.208,68.455,False,False,3,1.46977,False,2,,,single,True,1.37601,True,A
1800,241191716,1,2628.02,2,86178.5,89.2265,48.4947,11,12.7562,5580.22,0.827541,3,24,0,0,8.69449,1294.89,2487.58,0.906331,153.083,25.0673,False,False,1,1.6825,False,1,,,single,True,2.36399,False,B
1811,441658804,1,2619.97,1,58938.1,88.1421,39.6734,6,11.5538,6047.47,1.48313,3,24,0,0,8.53952,1938.99,1031.65,0.992551,210.161,58.5596,False,False,0,0.5,False,1,,,single,True,3.50376,False,B
1830,166150853,1,2611.25,1.5,58655.8,85.7543,20.5,8,11.1918,5717,1.76708,2,16,1,0,3.87736,1072.92,813.737,0.994621,216.206,64.2861,True,False,5,1.66316,False,1,,,single,True,4.16456,False,B
1844,259231975,1,2618.11,2,40078.3,84.5655,84.163,12,12.0137,5824,1.8919,3,24,0,0,10.0201,735.352,1323.69,0.968371,292.773,71.0729,False,False,1,1.43109,False,1,,,single,True,3.68562,False,B
1851,117418233,1,2626.95,6,30661.1,83.4357,19.1712,36,12.6043,5619.17,0.998245,0.75,6,1,0,0.897418,642.264,2139.61,0.97911,137.693,29.3548,True,False,1,1.56647,False,1,,,single,True,1.70094,True,B
1898,26971124,1,2611.15,3,73036.7,80.3701,26.8333,18,12.7838,6290.1,1.59699,3,24,0,0,12.9792,1476.32,2548.12,0.975526,149.898,22.734,True,False,0,1.60514,False,1,,,single,True,4.19981,False,B
1904,3902872,1,2629.77,1,56808.4,80.2994,86.8299,6,11.5197,5495.13,1.07476,2.5,20,1,0,4.91454,1111.48,1125.65,0.979375,151.286,28.2951,False,False,1,1.21836,False,2,,,single,True,2.49273,False,B
1930,165282032,1,2616.45,1.5,63273.5,79.5779,124.34,9,12.6213,5069,0.76282,3,24,0,0,10.0375,402.562,2160.32,0.995533,156.437,25.4533,False,False,3,1.52779,False,1,,,single,True,1.8672,True,A
1947,17193496,1,2630.54,1.5,69405.1,78.6437,106.669,9,12.7401,3561,0.605267,3,24,0,0,8.08582,595.264,2356.81,0.995306,145.509,39.939,False,False,1,1.83721,False,2,,,single,True,1.55167,True,A
1953,105483271,1,2632.11,1,49637,77.9488,92.9892,6,12.0849,5916.32,1.05788,3,24,0,0,,211.71,1434.37,0.993029,143.83,42.4985,False,False,0,1.99193,False,1,,,single,True,2.29349,False,B
1962,230114503,1,2633.66,3,48088.5,77.4628,55.8339,18,11.2445,5800,2.32857,2,16,1,0,12.5382,9068,910.058,0.937898,248.783,69.9404,False,False,2,0.5,False,3,,,single,True,4.96898,False,B
1965,202351301,1,2613.52,3,80692.5,77.373,76.3333,18,12.6652,4479,1.04583,2.5,20,1,0,8.01661,2643.13,2011.18,0.935864,234.921,63.0274,False,False,0,0.928276,False,1,,,single,True,2.89091,False,B
1973,417851290,1,2610.67,3,151023,76.8699,4.66667,18,11.729,5888,1.82975,1.25,10,1,0,5.71332,9383.79,3064.53,0.995174,161.195,60.5286,True,False,3,1.7792,False,4,,,single,True,6.91943,False,B
1983,154106090,1,2626.96,24,11548.9,76.1332,33.8329,144,12.5847,3669,0.516899,3,24,0,0,3.64682,447.454,1921.31,0.989101,210.999,71.4348,True,False,2,0.5,False,2,,,single,True,0.540548,True,B
1990,239198203,1,2628.91,2,43540.5,75.8505,66.499,12,12.4145,4739.58,0.737339,3,24,0,0,3.76836,351.237,1851.54,0.99806,146.858,27.3942,False,False,1,1.97259,False,1,,,single,True,1.49717,True,A
2005,233211759,1,2615.08,2,49420.7,74.6587,95.5,12,12.5095,3489,0.322907,3,24,0,0,3.55455,426.888,1798.34,0.954908,266.773,70.7796,False,False,5,1.6825,False,2,,,single,True,0.698537,True,A
2008,366514799,1,2633.11,2,26279,74.282,68.9887,12,11.619,6417,2.79683,3,24,0,0,10.428,428.423,1139.88,0.922548,302.091,68.7062,False,False,1,2.22399,False,1,,,single,True,4.41192,False,B
2032,126369442,1,2635,3,47194.2,73.0042,23.6541,18,11.308,5980.95,1.31469,3,24,0,0,7.71047,1733.54,1035.79,0.985448,136.073,24.4258,False,False,0,1.3344,False,1,,,single,True,2.77923,False,B
2099,165368786,1,2611.94,1.5,68126.7,70.4029,47,9,12.8076,5913.78,1.18788,3,24,0,0,13.0036,751.435,2356.04,0.996548,158.617,27.832,False,False,0,0.754224,False,1,,,single,True,3.01709,False,B
2109,139415069,1,2633.59,6,11265.3,69.5853,57.6685,36,11.6887,5874.9,1.06172,3,24,0,0,,158.748,1120.1,0.98147,153.909,30.6561,False,False,0,0.599511,False,1,,,single,True,1.09658,True,A
2144,159397467,1,2611.3,4,38765,68.0928,10.3333,24,11.5275,5713,1.6534,3,24,0,0,7.84924,1125,1146.11,0.939488,237.17,82.2259,True,False,3,1.72118,False,2,,,single,True,3.16778,False,B
2164,56939500,1,2629.58,2,76865.8,67.092,82.1583,12,10.911,5700.14,2.37312,2,16,1,0,5.84605,2176.13,731.282,0.998936,172.662,42.8138,False,False,0,0.63819,False,1,,,single,True,6.40242,False,B
2230,241195276,1,2627.08,1.5,61704.8,64.937,0.327849,7,12.6493,5689,0.813835,3,24,0,0,13.0487,1226.29,2301.65,0.888207,153.387,25.1511,True,False,2,1.74052,True,1,,,single_partial,True,1.96722,True,B
2239,160333759,1,2620.11,3,43674.6,64.6585,36.5051,18,12.494,5846.15,1.30269,3,24,0,0,5.92964,644.607,1847.25,0.998662,155.933,30.2779,False,False,0,0.773563,False,1,,,single,True,2.64919,False,B
2240,27069388,1,2610.51,2,26873,64.5065,16,12,12.0123,6144.16,1.72407,3,24,0,0,13.073,347.307,1432.76,0.987182,152.071,20.7315,True,False,3,1.89523,False,1,,,single,True,2.75024,False,B
2241,302666461,1,2620.15,4,36278.2,64.4953,35.5009,24,11.736,6143.42,2.34014,3,24,0,0,4.91717,874.529,1107.84,0.993354,162.917,55.5308,False,False,1,0.870259,False,2,,,single,True,4.33733,False,B
2280,105508235,1,2616.43,1,14209.8,62.8176,0.500828,6,10.4996,6621.26,1.63748,3,24,0,0,7.64901,150.265,581.15,0.959309,149.05,43.1136,False,False,1,1.06365,True,1,,,single_partial,True,1.89945,True,B
2295,105505964,1,2617.95,3,53473.6,62.2208,0.332688,11,12.7661,5690.9,1.12648,3,24,0,0,13.0033,3641.89,2291.42,0.949233,148.571,43.1168,False,False,0,1.19902,True,1,,,single_partial,True,2.53484,False,B
2314,3960185,1,2631.15,1,46401.6,61.346,116.002,6,12.1344,4471.2,0.821336,3,24,0,0,0.978231,252.909,1622.26,0.956746,152.077,24.9409,False,False,1,1.54713,False,1,,,single,True,1.72165,True,A
2320,1096885,1,2621.17,1.5,70877.4,61.1957,11.0058,9,12.9603,5340.69,1.82699,3,24,0,0,13.0626,857.648,2872.76,0.995345,154.972,25.3465,False,False,2,1.83721,False,1,,,single,True,4.73312,False,B
2325,149918366,1,2610.76,6,41579.7,61.1152,1.50004,28,12.0424,6253,1.09106,0.75,6,1,0,3.22023,3756.04,1824.12,0.983505,160.964,60.3334,True,False,3,1.75986,True,4,,,single_partial,True,2.16494,False,B
2357,99817973,1,2610.81,6,195369,60.1808,0.500034,22,12.0929,6125,0.963169,0.75,6,1,0,4.19208,22616.5,5244.87,0.992332,164.055,62.9363,True,False,4,1.14101,True,5,,,single_partial,True,4.14274,False,B
2441,82247390,1,2634.38,1,77692.7,57.0909,0.335671,6,12.3671,5829.17,0.91981,3,24,0,0,12.9479,1345.63,1904.81,0.99004,151.011,24.7087,False,False,0,1.06365,True,1,,,single_partial,True,2.49486,False,B
2446,165288640,1,2614.65,4,42344.8,56.902,0.503479,15,12.7792,5728.35,1.24415,3,24,0,0,13.0383,3314.54,2463.97,0.988175,156.925,25.4342,False,False,1,1.35374,True,2,,,single_partial,True,2.49132,False,B
2465,1097359,1,2621.09,1.5,54728.6,56.0137,0.494265,8,12.447,3975.03,0.731213,3,24,0,0,12.0591,2969.19,1903.28,0.990299,155.03,25.3321,False,False,1,1.7792,True,3,,,single_partial,True,1.66459,True,B
2474,105487579,1,2630.79,1.5,67604.8,55.7699,0.172935,6,12.9101,5278,0.981911,3,24,0,0,12.9998,6571.77,2560.7,0.986499,144.322,42.5953,False,False,1,2.04994,True,2,,,single_partial,True,2.48438,False,B
2487,335964512,1,2625.76,8,15033.2,55.3248,7.99312,48,11.9014,6245.48,1.15708,3,24,0,0,10.6455,914.15,1300.6,0.963372,265.743,53.5696,False,False,2,1.93391,False,1,,,single,True,1.38053,True,A
2488,159189161,1,2613.33,1,31311.9,55.2807,72.3333,6,12.0383,5515,1.26915,3,24,0,0,,151.116,1380.46,0.993112,200.952,59.7827,False,False,0,0.5,False,1,,,single,True,2.18537,False,B
2492,230128439,1,2614.74,4,50082.4,55.0264,89.3333,15,12.1777,5894,1.91097,0.75,6,1,0,5.44536,13571,1441.7,0.984651,251.602,69.1622,False,False,2,0.676868,False,2,,,single,True,4.16154,False,B
2509,88004101,1,2634.76,1.5,18973.9,53.4399,29.4979,9,11.4865,6264,1.22639,3,24,0,0,,155.689,1032.34,0.993412,146.837,23.4535,False,False,1,1.83721,False,1,,,single,True,1.64386,True,A
2519,157999789,1,2615.37,1,34636.8,52.7843,118,6,9.24194,6161,1.29609,2,16,1,0,4.11731,1305.88,543.485,0.925346,213.508,81.821,False,False,1,0.618851,False,1,,,single,True,2.34726,False,B
2520,230065191,1,2618.41,6,29825.7,52.7707,77.0019,36,12.6348,6096,1.10967,3,24,0,0,12.8056,343.316,2102.67,0.994731,230.228,69.5377,False,False,1,0.63819,False,1,,,single,True,1.86486,True,A
2525,21499327,1,2629.26,3,53256.2,52.3365,75.9999,18,11.6963,5747,1.31402,2.5,20,1,0,7.21831,2644.69,1103.11,0.945454,148.765,36.0637,False,False,2,1.74052,False,2,,,single,True,2.95083,False,B
2562,159290668,1,2625.62,1.5,22169.7,51.082,3.83827,9,7.9428,5285,0.814436,2.5,20,1,0,9.11444,3498.32,171.306,0.998666,229.038,80.4227,False,False,1,0.83158,False,2,,,single,True,1.18003,True,A
