tic,trial,t0,depth_ppm,duration_h,expected_snr,expected_snr_white,window_d,max_dur_h,long_limited,hf_variable,recovered,top_ranked,det_t0,det_depth_ppm,det_duration_h,measured_snr
103691893,0,1894.78,44973,1,36.5376,56.4729,3,24,0,0,1,1,1894.76,24087.2,1,21.6133
103691893,1,1886.14,17677.3,16,27.2524,88.7898,3,24,0,0,1,1,1885.95,17884.3,6,23.7011
103691893,2,1875.76,50000,1,40.6217,62.7854,3,24,0,0,1,1,1875.77,25295.8,1,22.8289
103691893,3,1872.49,6675.92,1,5.42374,8.383,3,24,0,0,0,0,,,,3.58185
103691893,4,1890.56,16000.2,1,12.9991,20.0916,3,24,0,0,1,1,1890.54,8436.45,1,7.58421
103691893,5,1890.99,30193.2,4,33.4664,75.8277,3,24,0,0,1,1,1890.97,30974.3,3,36.3471
103691893,6,1888.81,4791.08,8,6.3554,17.0164,3,24,0,0,0,0,,,,6.91928
103691893,7,1879.2,10980.6,16,16.9284,55.1538,3,24,0,0,1,1,1879.16,10260.7,12,15.0054
103691893,8,1895.41,4287.78,16,6.61032,21.5368,3,24,0,0,1,1,1895.37,6251.57,16,9.35304
103691893,9,1875.01,20830.1,4,23.0882,52.313,3,24,0,0,1,1,1875,22101.1,3,26.0949
103691893,10,1895.51,20961.2,8,27.8052,74.4473,3,24,0,0,1,1,1895.49,22308.4,6,28.097
103691893,11,1873.76,6676.97,1,5.42459,8.38432,3,24,0,0,0,0,,,,0.25292
103691893,12,1879.95,50000,1,40.6217,62.7854,3,24,0,0,1,1,1879.93,26097.7,1,23.4823
103691893,13,1871.06,4430.23,16,6.82993,22.2523,3,24,0,0,0,0,,,,4.38937
103691893,14,1895.03,2488.48,8,3.30099,8.83827,3,24,0,0,0,0,,,,5.96938
103691893,15,1879.81,14320.4,4,15.8729,35.9646,3,24,0,0,1,1,1879.81,14711.9,3,17.1354
103691893,16,1878.41,7728.08,8,10.2514,27.4477,3,24,0,0,1,1,1878.41,7769.32,6,9.96677
103691893,17,1894.85,48345.8,1,39.2777,60.7082,3,24,0,0,1,1,1894.85,24932.5,1,22.3927
103691893,18,1881.16,4324.6,16,6.66708,21.7217,3,24,0,0,0,0,,,,5.21787
103691893,19,1896.6,3735.79,1,3.03508,4.69106,3,24,0,0,0,0,,,,1.8821
105575400,0,1879.24,5454.72,16,52.8833,70.5694,3,24,0,0,1,1,1879.21,5468.64,12,56.7432
105575400,1,1895.04,1925.27,2,8.76654,8.80625,3,24,0,0,1,1,1895.02,1460.94,2,7.3513
105575400,2,1885.58,324.349,24,3.88856,5.13928,3,24,0,0,0,0,,,,2.28955
105575400,3,1886.22,1743.21,8,13.9081,15.947,3,24,0,0,1,1,1886.21,1929.45,8,16.5717
105575400,4,1893.68,665.239,4,4.03402,4.3032,3,24,0,0,0,0,,,,2.26846
105575400,5,1881.49,3810,8,30.398,34.8541,3,24,0,0,1,1,1881.5,3302.09,8,28.1879
105575400,6,1874.27,4858.36,2,22.1221,22.2223,3,24,0,0,1,1,1874.26,5035.17,1.5,20.8367
105575400,7,1881.02,2816.17,1,8.93896,9.10842,3,24,0,0,0,0,,,,5.47332
105575400,8,1895.33,773.831,4,4.69252,5.00564,3,24,0,0,0,0,,,,4.49849
105575400,9,1882.24,11829.2,1,37.5476,38.2594,3,24,0,0,1,1,1882.25,5855.3,1,20.489
105575400,10,1890.72,3581.31,2,16.3072,16.381,3,24,0,0,1,1,1890.72,3445.72,1.5,14.2016
105575400,11,1888.06,2134.23,8,17.0279,19.524,3,24,0,0,1,1,1888.04,1855.69,8,15.9818
105575400,12,1882.39,3592.9,4,21.7874,23.2412,3,24,0,0,1,1,1882.4,3893.09,3,22.4398
105575400,13,1890.79,9725.56,1,30.8704,31.4556,3,24,0,0,1,1,1890.79,5162.94,1,18.3021
105575400,14,1880.89,830.702,16,8.05363,10.7471,3,24,0,0,1,1,1880.94,982.486,12,11.0257
105575400,15,1890.2,1046.2,4,6.34417,6.7675,3,24,0,0,1,1,1890.21,1115.29,4,7.44617
105575400,16,1882.66,1123.28,4,6.8116,7.26613,3,24,0,0,0,0,,,,6.16903
105575400,17,1897.18,3001.53,4,18.2013,19.4158,3,24,0,0,1,1,1897.19,2760.48,4,18.2118
105575400,18,1893.29,2026.19,8,16.1659,18.5357,3,24,0,0,1,1,1893.29,1749.46,8,15.4394
105575400,19,1873.18,304.696,24,3.65294,4.82788,3,24,0,0,0,0,,,,3.49514
115810753,0,1871.22,1730.54,4,4.35195,4.73463,3,24,0,0,0,0,,,,4.43928
115810753,1,1892.16,39827.2,1,49.7135,54.4822,3,24,0,0,1,1,1892.15,20713.1,1,28.6888
115810753,2,1891.95,1891.51,8,6.49392,7.31861,3,24,0,0,1,1,1891.92,2288.99,6,7.56433
115810753,3,1888.06,32716,1,40.8371,44.7544,3,24,0,0,1,1,1888.04,17460.1,1,24.2786
115810753,4,1893.12,3405.86,16,16.5373,18.6364,3,24,0,0,1,1,1893.08,3353.86,12,14.2815
115810753,5,1881.27,557.539,24,3.52109,3.73642,3,24,0,0,0,0,,,,3.00474
115810753,6,1894.43,25395.6,2,44.6892,49.1303,3,24,0,0,1,1,1894.43,24595.1,1.5,41.4139
115810753,7,1879.02,1861.3,8,6.39021,7.20172,3,24,0,0,1,1,1879,2264.51,6,7.78396
115810753,8,1891.6,23054.5,2,40.5695,44.6012,3,24,0,0,1,1,1891.59,23241.3,1.5,38.3967
115810753,9,1883.08,2133.52,2,3.7544,4.1275,3,24,0,0,0,0,,,,3.76204
115810753,10,1872.74,2565.56,24,16.2026,17.1934,3,24,0,0,1,1,1872.75,2351.94,24,13.4866
115810753,11,1886.16,4996.88,2,8.79311,9.66694,3,24,0,0,1,1,1886.15,4674.42,1.5,7.85837
115810753,12,1882.54,8958.79,24,56.5785,60.0385,3,24,0,0,1,1,1882.52,7965.97,24,52.3512
115810753,13,1891.77,1052.66,16,5.11127,5.76004,3,24,0,0,0,0,,,,4.93648
115810753,14,1886.31,6369.32,16,30.9265,34.852,3,24,0,0,1,1,1886.31,5041.38,16,27.8152
115810753,15,1874.12,878.819,24,5.55011,5.88953,3,24,0,0,0,0,,,,4.65339
115810753,16,1870.87,1238.8,16,6.01504,6.77852,3,24,0,0,0,0,,,,2.74635
115810753,17,1889.12,2020.98,8,6.93843,7.81956,3,24,0,0,1,1,1889.11,2225.74,6,7.33792
115810753,18,1885.83,6890.3,16,33.4562,37.7028,3,24,0,0,1,1,1885.81,6441.61,16,34.8847
115810753,19,1891.33,1247.07,8,4.28145,4.82516,3,24,0,0,0,0,,,,3.1603
117123701,0,1874.29,1291.35,2,7.94445,8.40361,3,24,0,0,1,1,1874.28,1378.36,1.5,7.90446
117123701,1,1880.25,482.698,16,8.33189,8.88471,3,24,0,0,0,0,,,,6.11365
117123701,2,1894.25,4759.51,1,21.8722,21.9013,3,24,0,0,1,1,1894.22,2377.07,1,12.0908
117123701,3,1896.18,414.692,16,7.15803,7.63297,3,24,0,0,0,0,,,,6.17241
117123701,4,1883.6,4522.51,8,49.9073,58.8616,3,24,0,0,1,1,1883.58,4241.67,8,53.1743
117123701,5,1881,3054.13,1,14.0352,14.0538,3,24,0,0,0,0,,,,6.45807
117123701,6,1871,4676.44,8,51.6059,60.865,3,24,0,0,1,1,1871.13,2286.15,3,14.4665
117123701,7,1893.47,2205.46,1,10.1351,10.1486,3,24,0,0,0,0,,,,4.99218
117123701,8,1890.77,1445.28,2,8.89144,9.40534,3,24,0,0,1,1,1890.76,1320.75,1.5,7.61581
117123701,9,1893.2,659.335,1,3.02996,3.03398,3,24,0,0,0,0,,,,3.66285
117123701,10,1878.45,906.313,1,4.16494,4.17048,3,24,0,0,0,0,,,,2.23897
117123701,11,1875.58,455.084,4,3.52723,4.18821,3,24,0,0,0,0,,,,4.60783
117123701,12,1873.68,2422.28,16,41.8112,44.5853,3,24,0,0,1,1,1873.69,2128.54,16,37.8999
117123701,13,1889.77,2294.47,4,17.7838,21.1164,3,24,0,0,1,1,1889.77,2328.31,3,17.7093
117123701,14,1896.83,2840.36,16,49.0276,52.2806,3,24,0,0,1,1,1896.81,2554.96,16,45.4164
117123701,15,1887.64,1758.57,1,8.08149,8.09222,3,24,0,0,0,0,,,,3.55778
117123701,16,1895.85,196.567,16,3.39296,3.61808,3,24,0,0,0,0,,,,3.46426
117123701,17,1883.39,178.729,16,3.08505,3.28974,3,24,0,0,0,0,,,,3.79451
117123701,18,1874.66,423.765,24,9.40395,9.55297,3,24,0,0,0,0,,,,5.55057
117123701,19,1880.35,516.189,24,11.455,11.6365,3,24,0,0,0,0,,,,6.79797
117274480,0,1883.43,3351.8,4,7.15174,8.01989,3,24,0,0,0,0,,,,5.7118
117274480,1,1872.22,2421.75,8,7.0382,8.19471,3,24,0,0,0,0,,,,5.74818
117274480,2,1883.02,12735,8,37.0111,43.0927,3,24,0,0,1,1,1883,11135,8,34.0806
117274480,3,1873.31,11135.5,2,16.9163,18.8403,3,24,0,0,1,1,1873.3,11266.5,1.5,17.174
117274480,4,1895.56,2837.24,24,16.8518,16.6288,3,24,0,0,1,1,1895.54,2494.94,24,14.202
117274480,5,1888.25,1593.23,16,7.62557,7.62429,3,24,0,0,0,0,,,,4.69426
117274480,6,1878.77,5728.21,16,27.4165,27.4119,3,24,0,0,1,1,1878.75,5028.73,16,24.8953
117274480,7,1873.41,30943.8,2,47.0076,52.3539,3,24,0,0,1,1,1873.41,31418.7,1.5,48.0315
117274480,8,1879.08,22613.7,1,26.4898,27.054,3,24,0,0,1,1,1879.07,10746.9,1,14.1016
117274480,9,1893.14,949.378,16,4.54394,4.54318,3,24,0,0,0,0,,,,5.12695
117274480,10,1872.04,3023.15,24,17.956,17.7184,3,24,0,0,1,1,1872.07,2629.95,24,16.4879
117274480,11,1889.27,1188.86,24,7.06126,6.96783,3,24,0,0,0,0,,,,5.52969
117274480,12,1874.56,7568.87,8,21.997,25.6116,3,24,0,0,1,1,1874.54,8686.16,6,24.9427
117274480,13,1896.66,5149.8,8,14.9666,17.4259,3,24,0,0,1,1,1896.66,5018.8,6,14.353
117274480,14,1892.1,7564.27,8,21.9837,25.596,3,24,0,0,1,1,1892.12,7019.87,6,19.9696
117274480,15,1888.75,12171.1,8,35.3724,41.1847,3,24,0,0,1,1,1888.7,10768.5,6,30.0591
117274480,16,1879.64,6772.14,24,40.2232,39.691,3,24,0,0,1,1,1879.61,6272.93,24,33.5226
117274480,17,1874.35,24872.5,2,37.7846,42.0819,3,24,0,0,1,1,1874.34,24767.5,1.5,37.5978
117274480,18,1888.08,5483.95,8,15.9377,18.5566,3,24,0,0,1,1,1888.08,5021.76,6,14.1154
117274480,19,1896.5,691.924,24,4.10969,4.05531,3,24,0,0,0,0,,,,2.25578
117295845,0,1894.31,8590.17,16,20.5978,31.2734,3,24,0,0,1,1,1894.29,7625.31,16,19.4311
117295845,1,1883.68,3997.18,2,4.59615,5.14496,3,24,0,0,0,0,,,,5.85133
117295845,2,1882.22,2588.77,4,3.84061,4.71234,3,24,0,0,0,0,,,,4.92772
117295845,3,1891.62,1509.42,16,3.61933,5.49518,3,24,0,0,0,0,,,,2.97886
117295845,4,1878.93,2083.14,4,3.09048,3.79195,3,24,0,0,0,0,,,,3.14544
117295845,5,1888.39,50000,1,42.4148,45.5075,3,24,0,0,1,1,1888.37,25144.2,1,23.6973
117295845,6,1889.7,2351.97,16,5.63964,8.56259,3,24,0,0,0,0,,,,5.20432
117295845,7,1873.27,4672.57,2,5.37275,6.01429,3,24,0,0,0,0,,,,5.83612
117295845,8,1872.1,6882.91,4,10.2113,12.529,3,24,0,0,1,1,1872.11,6536.05,3,9.51055
117295845,9,1878.08,2443.65,16,5.85947,8.89635,3,24,0,0,0,0,,,,5.2901
117295845,10,1877.04,2610.47,8,4.97356,6.72011,3,24,0,0,0,0,,,,3.72936
117295845,11,1883.39,3584.04,8,6.82845,9.22638,3,24,0,0,0,0,,,,5.81759
117295845,12,1880.2,11683.6,4,17.3334,21.2676,3,24,0,0,1,1,1880.19,11162.4,3,16.5324
117295845,13,1879.16,10312.2,2,11.8575,13.2734,3,24,0,0,1,1,1879.16,9844.23,1.5,11.1358
117295845,14,1874.47,2611.08,2,3.00235,3.36085,3,24,0,0,0,0,,,,4.26065
117295845,15,1883.72,2791.92,2,3.21028,3.59361,3,24,0,0,0,0,,,,4.01467
117295845,16,1887,3977.3,8,7.57771,10.2388,3,24,0,0,0,0,,,,5.36221
117295845,17,1871.43,5431.04,4,8.0573,9.88613,3,24,0,0,0,0,,,,6.97585
117295845,18,1870.95,3512.72,2,4.0391,4.52139,3,24,0,0,0,0,,,,
117295845,19,1895.6,1797.11,8,3.42392,4.62628,3,24,0,0,0,0,,,,3.96273
117417119,0,1874.58,1654.09,1,4.98602,5.34733,3,24,0,0,0,0,,,,4.55186
117417119,1,1888.35,9398.49,2,36.4082,42.9687,3,24,0,0,1,1,1888.34,9603.58,1.5,37.5606
117417119,2,1881.43,883.944,4,4.57177,5.71523,3,24,0,0,0,0,,,,4.7135
117417119,3,1888.06,7510.65,1,22.6399,24.2804,3,24,0,0,1,1,1888.04,4008.65,1,13.3429
117417119,4,1875.58,11306.3,1,34.0813,36.5509,3,24,0,0,1,1,1875.56,6079,1,20.2877
117417119,5,1873.04,3683.85,24,35.5536,58.3427,3,24,0,0,1,1,1873.02,3320.43,24,30.2448
117417119,6,1879.91,2571.41,4,13.2994,16.6257,3,24,0,0,1,1,1879.92,2735.55,4,14.6921
117417119,7,1888,3122.46,2,12.0959,14.2755,3,24,0,0,1,1,1887.99,2716.98,1.5,10.6339
117417119,8,1877.66,1001.02,24,9.66104,15.8536,3,24,0,0,0,0,,,,5.29819
117417119,9,1887.85,11505.5,1,34.6817,37.1948,3,24,0,0,1,1,1887.84,5779.43,1,19.0933
117417119,10,1879.72,1737.8,24,16.7718,27.5223,3,24,0,0,1,1,1879.73,1633.5,24,14.3393
117417119,11,1893.6,4327.22,1,13.0438,13.989,3,24,0,0,0,0,,,,6.97144
117417119,12,1874.93,460.361,24,4.44303,7.29093,3,24,0,0,0,0,,,,3.87856
117417119,13,1880.06,10533.7,4,54.4803,68.1066,3,24,0,0,1,1,1880.09,9992.55,1.5,38.7559
117417119,14,1875.64,1993.16,24,19.2364,31.5665,3,24,0,0,1,1,1875.67,2007.7,24,20.6212
117417119,15,1894.45,4364.4,8,28.8294,39.907,3,24,0,0,1,1,1894.44,4324.25,6,28.1051
117417119,16,1877.1,2398.79,24,23.1511,37.9906,3,24,0,0,1,1,1877.09,1871.39,24,16.6991
117417119,17,1880.41,3539.48,4,18.3062,22.8848,3,24,0,0,1,1,1880.4,3831.37,3,19.282
117417119,18,1895.95,455.062,16,3.54707,5.8845,3,24,0,0,0,0,,,,2.9599
117417119,19,1889.1,3649.58,1,11.0012,11.7984,3,24,0,0,1,1,1889.09,2231.86,1,7.42879
117506876,0,1883.56,806.492,8,4.05892,3.93998,3,24,0,0,0,0,,,,4.03545
117506876,1,1879.47,5980.84,8,30.1004,29.2184,3,24,0,0,1,1,1879.46,6068.93,6,29.9798
117506876,2,1889.25,1366.71,8,6.87839,6.67684,3,24,0,0,0,0,,,,6.55311
117506876,3,1883.43,13926.2,1,24.9165,24.0538,3,24,0,0,1,1,1883.42,7210.47,1,14.2487
117506876,4,1887.12,1704.26,16,11.975,11.7746,3,24,0,0,1,1,1887.27,1832.21,8,10.1061
117506876,5,1887.91,8036.63,1,14.3789,13.8811,3,24,0,0,1,1,1887.92,4267.93,1,8.54211
117506876,6,1882.33,1117.98,4,4.0753,3.86201,3,24,0,0,0,0,,,,3.11815
117506876,7,1882.58,1333.77,8,6.7126,6.51591,3,24,0,0,0,0,,,,6.04488
117506876,8,1878.72,8184.4,4,29.834,28.2726,3,24,0,0,1,1,1878.73,8313.69,3,29.2355
117506876,9,1895.08,13717.9,4,50.005,47.3879,3,24,0,0,1,1,1895.06,13748.1,3,48.7564
117506876,10,1892,26067.5,1,46.6394,45.0245,3,24,0,0,1,1,1892,12840.5,1,25.5266
117506876,11,1893.87,11414.7,2,30.2902,27.8824,3,24,0,0,1,1,1893.86,11119.4,1.5,27.3471
117506876,12,1887.93,3471.2,16,24.3903,23.9822,3,24,0,0,1,1,1887.9,3031.42,16,19.4047
117506876,13,1881.45,1445.72,4,5.27,4.99419,3,24,0,0,0,0,,,,3.37928
117506876,14,1893.06,2468.6,4,8.99862,8.52767,3,24,0,0,1,1,1893.06,2100.72,4,8.52882
117506876,15,1876.68,462.312,24,3.72608,3.91192,3,24,0,0,0,0,,,,4.59218
117506876,16,1870.64,1962.76,2,5.20839,4.79438,3,24,0,0,0,0,,,,
117506876,17,1896.62,665.549,24,5.3641,5.63164,3,24,0,0,0,0,,,,4.78778
117506876,18,1875.64,2560.98,24,20.6406,21.6701,3,24,0,0,1,1,1875.54,2691.82,16,18.4655
117506876,19,1879.31,648.301,8,3.26277,3.16717,3,24,0,0,0,0,,,,3.55126
126239657,0,1892.6,154.539,24,3.3745,5.30257,3,24,0,0,0,0,,,,3.2142
126239657,1,1895.14,1690.78,4,10.6983,23.6842,3,24,0,0,1,1,1895.1,1816.4,2,11.1145
126239657,2,1877.97,652.247,1,3.01612,4.56831,3,24,0,0,0,0,,,,2.41735
126239657,3,1888.58,158.004,16,3.02589,4.4266,3,24,0,0,0,0,,,,4.67212
126239657,4,1879.25,1834.6,24,40.0601,62.949,3,24,0,0,1,1,1879.27,1681.25,24,39.6953
126239657,5,1881.08,167.502,24,3.65756,5.74735,3,24,0,0,0,0,,,,2.43735
126239657,6,1879.39,1734.39,4,10.9742,24.2951,3,24,0,0,1,1,1879.4,1470.05,3,9.3902
126239657,7,1877.66,246.374,16,4.71824,6.90237,3,24,0,0,0,0,,,,3.12195
126239657,8,1872.22,1122.7,1,5.19161,7.86335,3,24,0,0,0,0,,,,3.50579
126239657,9,1888.1,1896.42,4,11.9994,26.5648,3,24,0,0,1,1,1888.06,1931.6,2,11.6904
126239657,10,1874.77,738.233,2,4.05732,7.31225,3,24,0,0,0,0,,,,4.87293
126239657,11,1877.95,7349.05,1,33.9835,51.4724,3,24,0,0,1,1,1877.94,3829.71,1,19.6167
126239657,12,1871.68,178.927,24,3.90703,6.13937,3,24,0,0,0,0,,,,2.61563
126239657,13,1893.14,2017.87,8,20.3777,39.9742,3,24,0,0,1,1,1893.18,1156.53,12,20.158
126239657,14,1894.12,546.636,24,11.9363,18.7563,3,24,0,0,1,1,1894.06,592.504,24,11.9484
126239657,15,1878.52,763.075,24,16.6625,26.1828,3,24,0,0,1,1,1878.48,665.375,24,15.0194
126239657,16,1894.04,1363.78,16,26.1174,38.2074,3,24,0,0,1,1,1894.02,1381.02,12,23.3858
126239657,17,1875.54,681.052,2,3.74305,6.74587,3,24,0,0,0,0,,,,2.82891
126239657,18,1872.14,401.51,8,4.05472,7.95398,3,24,0,0,0,0,,,,5.23347
126239657,19,1876.31,1223.09,4,7.73904,17.133,3,24,0,0,1,1,1876.32,1485.34,3,9.47676
126276724,0,1893.6,1956.64,24,13.7734,11.0834,3,24,0,0,1,1,1893.6,1959.99,24,13.528
126276724,1,1871.52,631.735,16,3.30565,2.92181,3,24,0,0,0,0,,,,2.4851
126276724,2,1891.72,20300,2,34.0218,33.1946,3,24,0,0,1,1,1891.72,19881.8,1.5,30.8354
126276724,3,1890.93,1496.01,24,10.5308,8.47415,3,24,0,0,1,1,1890.97,1480.81,24,10.8745
126276724,4,1874.29,2320.93,2,3.88978,3.7952,3,24,0,0,0,0,,,,3.60903
126276724,5,1892.27,5211.01,24,36.6818,29.5178,3,24,0,0,1,1,1892.29,4697.72,24,28.8285
126276724,6,1880.91,14716.2,4,36.4076,34.0315,3,24,0,0,1,1,1880.9,12646.5,4,34.1802
126276724,7,1877.16,18493,4,45.7514,42.7656,3,24,0,0,1,1,1877.15,16073.5,4,43.1437
126276724,8,1897.35,6222.27,4,15.3938,14.3892,3,24,0,0,1,1,1897.33,6554.21,4,17.7988
126276724,9,1891.02,3227.38,1,3.66147,3.7317,3,24,0,0,0,0,,,,2.35761
126276724,10,1893.27,4176.51,16,21.8542,19.3166,3,24,0,0,1,1,1893.25,3629.66,16,19.0852
126276724,11,1893.31,15360.8,1,17.4268,17.7611,3,24,0,0,1,1,1893.29,6866.8,1,8.61227
126276724,12,1897.14,10845.2,4,26.8308,25.0798,3,24,0,0,1,1,1897.12,10200.9,4,27.8697
126276724,13,1875.54,11120,2,18.6367,18.1835,3,24,0,0,1,1,1875.53,10832.8,1.5,16.7341
126276724,14,1878.66,13590.6,2,22.7772,22.2234,3,24,0,0,1,1,1878.66,13095.8,1.5,20.234
126276724,15,1895.2,2818.85,4,6.9738,6.51867,3,24,0,0,0,0,,,,5.6475
126276724,16,1873.64,9080.77,1,10.3021,10.4998,3,24,0,0,0,0,,,,6.26441
126276724,17,1873.27,25883.7,1,29.3651,29.9284,3,24,0,0,1,1,1873.25,13276.3,1,16.6413
126276724,18,1876.02,32018,2,53.6607,52.3559,3,24,0,0,1,1,1876.01,32661,1.5,50.534
126276724,19,1871.77,2730.31,24,19.2194,15.4658,3,24,0,0,1,1,1871.9,1955.32,24,15.4473
137801529,0,1872.31,2482.66,8,51.1537,61.0842,3,24,0,0,1,1,1872.31,2195.28,8,47.1154
137801529,1,1892.72,1574.42,8,32.4399,38.7375,3,24,0,0,1,1,1892.73,1483.01,8,33.0521
137801529,2,1877.12,1248.23,4,18.6416,21.7166,3,24,0,0,1,1,1877.1,1197.13,3,17.1812
137801529,3,1892.01,1239.34,1,10.2539,10.781,3,24,0,0,0,0,,,,5.83365
137801529,4,1889.93,716.966,8,14.7727,17.6405,3,24,0,0,1,1,1889.94,484.129,8,10.839
137801529,5,1886.2,950.044,8,19.5751,23.3752,3,24,0,0,1,1,1886.29,714.596,12,17.6875
137801529,6,1890.74,456.383,24,16.4927,19.4492,3,24,0,0,1,1,1890.73,362.099,24,12.1718
137801529,7,1890.54,657.594,16,19.7829,22.8815,3,24,0,0,1,1,1890.54,651.495,12,18.2289
137801529,8,1885.56,1610.91,4,24.0581,28.0265,3,24,0,0,1,1,1885.54,1468.9,4,23.8811
137801529,9,1874.04,626.557,24,22.6424,26.7013,3,24,0,0,1,1,1874.04,594.117,24,17.9878
137801529,10,1875.49,383.988,8,7.91185,9.44778,3,24,0,0,1,1,1875.52,379.361,8,8.68777
137801529,11,1880.93,207.182,4,3.09415,3.60453,3,24,0,0,0,0,,,,5.07774
137801529,12,1895.68,897.699,4,13.4066,15.6181,3,24,0,0,1,1,1895.67,959.477,3,13.6757
137801529,13,1871.22,1992.87,1,16.4884,17.3359,3,24,0,0,1,1,1871.23,1294.88,1,11.849
137801529,14,1894.72,2928.56,2,32.2307,36.0276,3,24,0,0,1,1,1894.72,2935.85,1.5,32.0961
137801529,15,1882.04,754.479,24,27.2653,32.1529,3,24,0,0,1,1,1882.04,751.157,24,25.7828
137801529,16,1888.2,168.817,8,3.47838,4.15364,3,24,0,0,0,0,,,,3.89325
137801529,17,1880.35,524.006,16,15.7641,18.2332,3,24,0,0,1,1,1880.33,517.59,16,17.6039
137801529,18,1880.79,1705.77,8,35.1463,41.9693,3,24,0,0,1,1,1880.77,1477.22,8,32.8642
137801529,19,1887.66,3760.87,1,31.1161,32.7156,3,24,0,0,1,1,1887.65,1963.59,1,17.9682
138577481,0,1877.76,6198.72,1,8.28057,5.76206,3,24,0,1,0,0,,,,4.69118
138577481,1,1879.16,2926.22,4,6.88911,5.44018,3,24,0,1,1,1,1879.15,3337.46,1.5,8.46736
138577481,2,1889.99,13155.8,24,44.2592,59.9098,3,24,0,1,1,1,1890,11483.2,24,38.496
138577481,3,1872.99,4792.17,24,16.122,21.8229,3,24,0,1,1,1,1873,3996.31,24,13.749
138577481,4,1875.49,10105.1,8,26.1349,26.5682,3,24,0,1,1,1,1875.52,10118.5,3,26.8688
138577481,5,1882.51,5259.87,1,7.02641,4.88935,3,24,0,1,0,0,,,,4.41329
138577481,6,1890.28,1268.44,24,4.26733,5.77631,3,24,0,1,0,0,,,,3.40336
138577481,7,1880.08,3473.9,8,8.98456,9.13351,3,24,0,1,1,1,1880.06,3768.9,6,10.2715
138577481,8,1877.51,23921.9,1,31.9561,22.2367,3,24,0,1,1,1,1877.53,8110,1.5,20.7083
138577481,9,1882.43,11115,8,28.7468,29.2234,3,24,0,1,1,1,1882.42,11200.6,6,30.0365
138577481,10,1880.41,43591.2,1,58.2314,40.5205,3,24,0,1,1,1,1880.42,14413.8,1.5,36.8634
138577481,11,1873.87,12645.4,4,29.7706,23.5092,3,24,0,1,1,1,1873.85,13169.8,3,35.7434
138577481,12,1878.16,1831.84,2,4.15314,2.40812,3,24,0,1,0,0,,,,3.35552
138577481,13,1892.81,2734.82,8,7.07309,7.19035,3,24,0,1,1,1,1892.77,2870.49,3,7.55946
138577481,14,1889.06,19944.7,2,45.2185,26.2191,3,24,0,1,1,1,1889.05,19769.5,1.5,50.6036
138577481,15,1876.51,5412.27,24,18.2082,24.6468,3,24,0,1,1,1,1876.81,6250.1,3,16.1265
138577481,16,1891.08,1990.08,2,4.51191,2.61615,3,24,0,1,0,0,,,,4.78956
138577481,17,1871.76,8214.18,16,23.6728,30.5422,3,24,0,1,1,1,1871.75,8460.84,12,24.5047
138577481,18,1891.76,6169.08,4,14.5236,11.469,3,24,0,1,1,1,1891.77,6341.26,3,16.9687
138577481,19,1882.99,2776.61,2,6.29512,3.65011,3,24,0,1,1,1,1882.99,3738.43,1.5,7.79966
142276475,0,1882.47,13519.1,2,28.6494,29.1551,3,24,0,0,1,1,1882.46,13453.3,1.5,26.5172
142276475,1,1888.45,7561.32,16,41.616,46.1223,3,24,0,0,1,1,1888.48,7784.52,12,38.7437
142276475,2,1888.12,2214.14,4,6.57652,6.75286,3,24,0,0,0,0,,,,5.47727
142276475,3,1872.51,6873.72,16,37.8316,41.9281,3,24,0,0,1,1,1872.52,6168.47,16,34.5141
142276475,4,1891.7,4594.51,24,30.8695,34.324,3,24,0,0,1,1,1891.73,4237.29,24,30.433
142276475,5,1878.45,3441.63,8,14.2327,14.8444,3,24,0,0,1,1,1878.44,2836.64,8,12.7602
142276475,6,1896.64,25827.9,2,54.734,55.7002,3,24,0,0,1,1,1896.63,25751.7,1.5,50.7187
142276475,7,1888.28,6731.31,24,45.2263,50.2873,3,24,0,0,1,1,1888.25,6045.39,24,39.6481
142276475,8,1895.08,13642.2,4,40.5206,41.6071,3,24,0,0,1,1,1895.06,12774.6,4,42.2274
142276475,9,1870.99,2429.72,2,5.14902,5.23991,3,24,0,0,0,0,,,,
142276475,10,1883.41,8116.47,2,17.2003,17.5039,3,24,0,0,1,1,1883.4,8138.26,1.5,15.9717
142276475,11,1889.01,1817.91,16,10.0054,11.0888,3,24,0,0,1,1,1888.98,1646.4,16,9.65251
142276475,12,1895.62,457.552,24,3.07419,3.41821,3,24,0,0,0,0,,,,2.6538
142276475,13,1876.64,6914.77,8,28.5957,29.8247,3,24,0,0,1,1,1876.65,5815.65,8,25.5966
142276475,14,1875.28,3770.36,8,15.5922,16.2623,3,24,0,0,1,1,1875.29,3398.86,8,14.9308
142276475,15,1892.78,27870.3,1,42.2188,42.5005,3,24,0,0,1,1,1892.79,13949.4,1,23.384
142276475,16,1887.1,1576.97,2,3.34189,3.40088,3,24,0,0,0,0,,,,4.11568
142276475,17,1876.6,24509.8,2,51.9407,52.8575,3,24,0,0,1,1,1876.59,24689.5,1.5,48.816
142276475,18,1896.85,2702.24,2,5.72654,5.82763,3,24,0,0,0,0,,,,5.21808
142276475,19,1888.35,1117.57,24,7.50868,8.34894,3,24,0,0,0,0,,,,5.84956
142276524,0,1888.74,1127.55,1,3.27533,3.16675,3,24,0,0,0,0,,,,1.80592
