key,tic,trial,t0,depth_ppm,duration_h,expected_snr,recovered,plausible,detected,det_snr,dbic_alt,dbic_box,best_alt,shape_strict_box,edge_lc,edge_pixels,centroid,neighbours,pixel_confirm,pixel_snr_ratio,pixel_depth_ratio,fpp_value,nfpp_value,shape,duration,edge,pixels,asteroid,catalogue,fpp
117417119_8,117417119,8,1877.66,1001.02,24,9.66104,0,True,,,,,,,,,,,,,,,,,,,,,,
117417119_9,117417119,9,1887.85,11505.5,1,34.6817,1,False,True,19.4114,7.0012,222.397,flare_decay,False,True,True,True,True,True,0.803561,0.537255,,,False,True,True,True,,True,
117417119_10,117417119,10,1879.72,1737.8,24,16.7718,1,True,True,14.3372,127.173,8.22856,flare_decay,True,True,True,True,True,True,0.969825,0.69201,,,True,True,True,True,,True,
117417119_11,117417119,11,1893.6,4327.22,1,13.0438,0,False,,,,,,,,,,,,,,,,,,,,,,
117417119_12,117417119,12,1874.93,460.361,24,4.44303,0,True,,,,,,,,,,,,,,,,,,,,,,
117417119_13,117417119,13,1880.06,10533.7,4,54.4803,1,True,True,38.756,208.218,21.0805,flare_decay,True,True,True,True,True,True,0.580344,0.915147,,,True,False,True,True,,True,
117417119_14,117417119,14,1875.64,1993.16,24,19.2364,1,True,True,20.5624,134.232,24.6897,flare_decay,True,True,True,True,True,True,0.770022,0.959317,,,True,True,True,True,True,True,
117417119_15,117417119,15,1894.45,4364.4,8,28.8294,1,True,True,28.2305,112.083,11.5404,flare_decay,True,True,True,True,True,True,0.71876,1.03182,,,True,True,True,True,True,True,
117417119_16,117417119,16,1877.1,2398.79,24,23.1511,1,True,True,16.6991,227.028,9.18143,flare_decay,True,True,True,True,False,True,0.471944,0.654224,,,True,True,True,False,,True,
117417119_17,117417119,17,1880.41,3539.48,4,18.3062,1,True,True,19.2821,175.843,-11.7348,flare_decay,False,True,True,True,True,True,0.712992,0.885829,,,True,True,True,True,,True,
117417119_18,117417119,18,1895.95,455.062,16,3.54707,0,True,,,,,,,,,,,,,,,,,,,,,,
117417119_19,117417119,19,1889.1,3649.58,1,11.0012,1,False,True,7.47486,3.59742,24.7507,flare_decay,False,True,True,True,True,True,1.52201,0.962123,,,False,False,True,True,,True,
117506876_0,117506876,0,1883.56,806.492,8,4.05892,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_1,117506876,1,1879.47,5980.84,8,30.1004,1,True,True,29.9798,187.917,15.1647,flare_decay,True,True,True,True,True,True,0.799264,0.854401,,,True,True,True,True,True,True,
117506876_2,117506876,2,1889.25,1366.71,8,6.87839,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_3,117506876,3,1883.43,13926.2,1,24.9165,1,False,True,24.4449,218.851,9.78025,flare_decay,True,True,True,True,True,True,1.71367,0.640165,,,True,False,True,True,,True,
117506876_4,117506876,4,1887.12,1704.26,16,11.975,1,True,True,10.0905,-6.95935,-2.934,step,False,False,True,True,True,True,0.596807,1.48048,,,False,True,True,True,,True,
117506876_5,117506876,5,1887.91,8036.63,1,14.3789,1,False,True,10.953,9.80682,9.06688,flare_decay,False,True,True,True,True,True,1.4885,0.674692,,,False,False,True,True,,True,
117506876_6,117506876,6,1882.33,1117.98,4,4.0753,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_7,117506876,7,1882.58,1333.77,8,6.7126,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_8,117506876,8,1878.72,8184.4,4,29.834,1,True,True,29.2333,281.586,96.5459,flare_decay,True,True,True,True,True,True,0.931227,0.896989,,,True,True,True,True,True,True,
117506876_9,117506876,9,1895.08,13717.9,4,50.005,1,True,True,48.9954,366.616,-42.137,flare_decay,False,True,True,True,True,True,0.566796,0.920231,,,True,True,True,True,True,True,
117506876_10,117506876,10,1892,26067.5,1,46.6394,1,False,True,51.4279,713.449,-0.509125,flare_decay,True,True,True,True,True,True,1.06973,0.772765,,,True,False,True,True,,True,
117506876_11,117506876,11,1893.87,11414.7,2,30.2902,1,False,True,27.347,104.225,-20.1168,flare_decay,False,True,True,True,True,True,2.30987,0.883189,,,True,False,True,True,,True,
117506876_12,117506876,12,1887.93,3471.2,16,24.3903,1,True,True,19.3691,82.8168,21.2571,flare_decay,True,True,True,True,True,True,0.748522,1.01744,,,True,True,True,True,,True,
117506876_13,117506876,13,1881.45,1445.72,4,5.27,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_14,117506876,14,1893.06,2468.6,4,8.99862,1,True,True,8.67754,4.55849,-5.13338,flare_decay,False,True,True,True,True,True,0.627717,0.968913,,,False,True,True,True,,True,
117506876_15,117506876,15,1876.68,462.312,24,3.72608,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_16,117506876,16,1870.64,1962.76,2,5.20839,0,False,,,,,,,,,,,,,,,,,,,,,,
117506876_17,117506876,17,1896.62,665.549,24,5.3641,0,True,,,,,,,,,,,,,,,,,,,,,,
117506876_18,117506876,18,1875.64,2560.98,24,20.6406,1,True,True,18.4732,45.2747,1.90625,flare_decay,True,True,True,True,False,True,0.563452,1.14852,,,True,True,True,False,,True,
117506876_19,117506876,19,1879.31,648.301,8,3.26277,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_0,126239657,0,1892.6,154.539,24,3.3745,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_1,126239657,1,1895.14,1690.78,4,10.6983,1,False,True,11.1147,97.2253,35.7735,flare_decay,True,True,True,True,True,True,1.17254,1.31559,,,True,False,True,True,,True,
126239657_2,126239657,2,1877.97,652.247,1,3.01612,0,False,,,,,,,,,,,,,,,,,,,,,,
126239657_3,126239657,3,1888.58,158.004,16,3.02589,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_4,126239657,4,1879.25,1834.6,24,40.0601,1,True,True,39.7724,645.429,46.5066,flare_decay,True,True,True,True,True,True,0.409861,0.823755,,,True,True,True,True,,True,
126239657_5,126239657,5,1881.08,167.502,24,3.65756,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_6,126239657,6,1879.39,1734.39,4,10.9742,1,False,True,9.39455,72.5409,20.0733,flare_decay,True,True,True,True,True,True,1.16161,1.10696,,,True,False,True,True,,True,
126239657_7,126239657,7,1877.66,246.374,16,4.71824,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_8,126239657,8,1872.22,1122.7,1,5.19161,0,False,,,,,,,,,,,,,,,,,,,,,,
126239657_9,126239657,9,1888.1,1896.42,4,11.9994,1,False,True,11.7,93.9692,56.8568,flare_decay,True,True,True,True,True,True,0.392491,0.985218,,,True,False,True,True,,True,
126239657_10,126239657,10,1874.77,738.233,2,4.05732,0,False,,,,,,,,,,,,,,,,,,,,,,
126239657_11,126239657,11,1877.95,7349.05,1,33.9835,1,False,True,37.5234,570.522,-1.05106,flare_decay,True,True,True,True,True,True,0.495027,0.591586,,,True,False,True,True,,True,
126239657_12,126239657,12,1871.68,178.927,24,3.90703,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_13,126239657,13,1893.14,2017.87,8,20.3777,1,True,True,20.2142,255.903,27.7893,flare_decay,True,True,False,True,True,False,0.229541,0.605547,,,True,True,True,False,,True,
126239657_14,126239657,14,1894.12,546.636,24,11.9363,1,True,True,11.9513,60.9442,0.0700096,flare_decay,True,True,False,True,False,False,0.125739,0.39253,,,True,True,True,False,,True,
126239657_15,126239657,15,1878.52,763.075,24,16.6625,1,True,True,15.0369,100.449,40.9487,flare_decay,True,True,False,True,True,False,0.274229,0.581808,,,True,True,True,False,,True,
126239657_16,126239657,16,1894.04,1363.78,16,26.1174,1,True,True,24.1328,258.896,8.47612,flare_decay,True,True,False,True,False,False,0.114231,0.382461,,,True,True,True,False,,True,
126239657_17,126239657,17,1875.54,681.052,2,3.74305,0,False,,,,,,,,,,,,,,,,,,,,,,
126239657_18,126239657,18,1872.14,401.51,8,4.05472,0,True,,,,,,,,,,,,,,,,,,,,,,
126239657_19,126239657,19,1876.31,1223.09,4,7.73904,1,False,True,9.47674,54.6268,-5.2188,flare_decay,True,True,True,True,True,True,0.575672,0.98687,,,True,False,True,True,,True,
126276724_0,126276724,0,1893.6,1956.64,24,13.7734,1,True,True,13.5294,18.8248,-8.90545,flare_decay,False,True,True,True,True,True,0.504854,0.826598,,,True,True,True,True,,True,
126276724_1,126276724,1,1871.52,631.735,16,3.30565,0,True,,,,,,,,,,,,,,,,,,,,,,
126276724_2,126276724,2,1891.72,20300,2,34.0218,1,False,True,31.5895,164.618,37.1045,flare_decay,True,True,True,True,True,True,0.894563,0.924904,,,True,False,True,True,,True,
126276724_3,126276724,3,1890.93,1496.01,24,10.5308,1,True,True,10.861,5.27269,-8.05143,flare_decay,False,True,True,True,True,True,0.533232,0.682513,,,False,True,True,True,,True,
126276724_4,126276724,4,1874.29,2320.93,2,3.88978,0,False,,,,,,,,,,,,,,,,,,,,,,
126276724_5,126276724,5,1892.27,5211.01,24,36.6818,1,True,True,28.8814,136.992,10.7469,flare_decay,True,True,True,True,True,True,0.938337,0.943396,,,True,True,True,True,,True,
126276724_6,126276724,6,1880.91,14716.2,4,36.4076,1,True,True,34.6623,142.215,72.9486,flare_decay,True,True,True,True,True,True,1.26758,0.995121,,,True,True,True,True,True,True,
126276724_7,126276724,7,1877.16,18493,4,45.7514,1,True,True,43.9369,334.15,118.687,flare_decay,True,True,True,True,True,True,1.31994,0.950132,,,True,True,True,True,,True,
126276724_8,126276724,8,1897.35,6222.27,4,15.3938,1,True,True,17.7984,96.9171,-16.9059,flare_decay,False,True,True,True,True,True,0.734743,0.740257,,,True,True,True,True,True,True,
126276724_9,126276724,9,1891.02,3227.38,1,3.66147,0,False,,,,,,,,,,,,,,,,,,,,,,
126276724_10,126276724,10,1893.27,4176.51,16,21.8542,1,True,True,19.0484,41.9136,6.15356,flare_decay,True,True,True,True,True,True,0.700158,1.0722,,,True,True,True,True,,True,
126276724_11,126276724,11,1893.31,15360.8,1,17.4268,1,False,True,13.4277,5.90311,25.3392,flare_decay,False,True,True,True,True,True,1.41611,0.74302,,,False,False,True,True,,True,
126276724_12,126276724,12,1897.14,10845.2,4,26.8308,1,True,True,28.1033,112.498,57.781,flare_decay,True,True,True,True,True,True,0.784093,1.07761,,,True,True,True,True,,True,
126276724_13,126276724,13,1875.54,11120,2,18.6367,1,False,True,16.9658,33.6853,6.57467,flare_decay,True,True,True,True,True,True,1.11102,0.94621,,,True,False,True,True,,True,
126276724_14,126276724,14,1878.66,13590.6,2,22.7772,1,False,True,20.2023,67.0786,0.636698,flare_decay,True,True,True,True,True,True,1.50196,0.920969,,,True,False,True,True,,True,
126276724_15,126276724,15,1895.2,2818.85,4,6.9738,0,True,,,,,,,,,,,,,,,,,,,,,,
126276724_16,126276724,16,1873.64,9080.77,1,10.3021,0,False,,,,,,,,,,,,,,,,,,,,,,
126276724_17,126276724,17,1873.27,25883.7,1,29.3651,1,False,True,29.8118,123.59,9.01769,flare_decay,True,True,True,True,True,True,1.62468,0.608685,,,True,False,True,True,,True,
126276724_18,126276724,18,1876.02,32018,2,53.6607,1,False,True,52.3629,260.856,103.256,flare_decay,True,True,True,True,True,True,0.724304,0.946518,,,True,False,True,True,,True,
126276724_19,126276724,19,1871.77,2730.31,24,19.2194,1,True,True,15.5292,24.309,4.41099,flare_decay,True,True,True,True,False,True,0.966496,1.9507,,,True,True,True,False,,True,
137801529_0,137801529,0,1872.31,2482.66,8,51.1537,1,True,True,47.523,757.912,53.1904,flare_decay,True,True,True,True,True,True,0.556055,0.941076,,,True,True,True,True,,True,
137801529_1,137801529,1,1892.72,1574.42,8,32.4399,1,True,True,33.0523,188.485,10.3218,flare_decay,True,False,True,True,True,True,0.358197,0.877093,,,True,True,True,True,,True,
137801529_2,137801529,2,1877.12,1248.23,4,18.6416,1,False,True,17.1095,39.0066,-2.88525,flare_decay,True,True,True,True,True,True,0.408164,0.935914,,,True,False,True,True,,True,
137801529_3,137801529,3,1892.01,1239.34,1,10.2539,0,False,,,,,,,,,,,,,,,,,,,,,,
137801529_4,137801529,4,1889.93,716.966,8,14.7727,1,True,True,10.8635,22.0975,0.472415,flare_decay,True,True,False,True,True,False,0.147649,0.51549,,,True,True,True,False,,True,
137801529_5,137801529,5,1886.2,950.044,8,19.5751,1,True,True,17.6876,88.8952,21.078,flare_decay,True,False,True,True,True,True,0.419198,1.07118,,,True,True,True,True,,True,
137801529_6,137801529,6,1890.74,456.383,24,16.4927,1,True,True,12.157,47.0101,-2.67735,flare_decay,True,True,True,True,True,True,1.01855,2.00371,,,True,True,True,True,,True,
137801529_7,137801529,7,1890.54,657.594,16,19.7829,1,True,True,18.2289,68.209,-1.78273,flare_decay,True,True,True,True,True,True,0.384807,1.06705,,,True,True,True,True,,True,
137801529_8,137801529,8,1885.56,1610.91,4,24.0581,1,False,True,24.5592,82.0143,-13.6678,flare_decay,False,True,True,True,True,True,0.390531,0.869245,,,True,False,True,True,,True,
137801529_9,137801529,9,1874.04,626.557,24,22.6424,1,True,True,17.9925,150.646,9.63472,step,True,True,True,True,False,True,0.62764,0.575413,,,True,True,True,False,,True,
137801529_10,137801529,10,1875.49,383.988,8,7.91185,1,True,True,8.64862,18.8055,1.62713,flare_decay,True,True,False,True,False,False,-0.0862134,-0.109698,,,True,True,True,False,,True,
137801529_11,137801529,11,1880.93,207.182,4,3.09415,0,False,,,,,,,,,,,,,,,,,,,,,,
137801529_12,137801529,12,1895.68,897.699,4,13.4066,1,False,True,13.842,33.5519,14.7737,flare_decay,True,True,False,True,True,False,0.177423,0.837826,,,True,False,True,False,,True,
137801529_13,137801529,13,1871.22,1992.87,1,16.4884,1,False,True,16.6234,38.9714,10.2722,flare_decay,True,False,True,True,True,True,0.322417,0.842417,,,True,True,True,True,True,True,
137801529_14,137801529,14,1894.72,2928.56,2,32.2307,1,False,True,32.0284,295.472,27.4566,flare_decay,True,True,True,True,True,True,0.321245,0.787109,,,True,False,True,True,,True,
137801529_15,137801529,15,1882.04,754.479,24,27.2653,1,True,True,25.8666,238.042,28.1394,flare_decay,True,True,True,True,True,True,1.64222,1.95258,,,True,True,True,True,True,True,
137801529_16,137801529,16,1888.2,168.817,8,3.47838,0,True,,,,,,,,,,,,,,,,,,,,,,
137801529_17,137801529,17,1880.35,524.006,16,15.7641,1,True,True,17.6039,63.067,4.76056,step,True,True,True,True,True,True,0.565527,1.02224,,,True,True,True,True,True,True,
137801529_18,137801529,18,1880.79,1705.77,8,35.1463,1,True,True,33.5045,189.347,-4.97885,flare_decay,True,True,True,True,True,True,0.598235,0.868086,,,True,True,True,True,,True,
137801529_19,137801529,19,1887.66,3760.87,1,31.1161,1,False,True,19.4644,23.432,190.4,flare_decay,True,False,False,True,True,False,0.266632,0.463587,,,True,True,False,False,,True,
138577481_0,138577481,0,1877.76,6198.72,1,8.28057,0,False,,,,,,,,,,,,,,,,,,,,,,
138577481_1,138577481,1,1879.16,2926.22,4,6.88911,1,False,True,8.47169,2.95529,-4.30014,flare_decay,False,True,True,True,True,True,0.83933,0.836616,,,False,False,True,True,,True,
138577481_2,138577481,2,1889.99,13155.8,24,44.2592,1,True,True,38.6813,496.081,40.1696,flare_decay,True,True,True,True,True,True,1.29885,0.890066,,,True,True,True,True,,True,
138577481_3,138577481,3,1872.99,4792.17,24,16.122,1,True,True,13.7674,56.084,0.652931,flare_decay,True,True,True,True,True,True,1.29781,0.884683,,,True,True,True,True,,True,
138577481_4,138577481,4,1875.49,10105.1,8,26.1349,1,True,True,26.9103,140.083,23.7519,flare_decay,True,True,True,True,True,True,0.856485,0.804357,,,True,True,True,True,True,True,
138577481_5,138577481,5,1882.51,5259.87,1,7.02641,0,False,,,,,,,,,,,,,,,,,,,,,,
138577481_6,138577481,6,1890.28,1268.44,24,4.26733,0,True,,,,,,,,,,,,,,,,,,,,,,
138577481_7,138577481,7,1880.08,3473.9,8,8.98456,1,True,True,10.2644,8.02425,-3.58836,flare_decay,False,True,True,True,True,True,0.887331,0.988473,,,False,True,True,True,,True,
138577481_8,138577481,8,1877.51,23921.9,1,31.9561,1,False,True,40.3855,103.382,-2.0274,flare_decay,True,True,True,True,True,True,1.01958,0.56177,,,True,True,True,True,,True,
138577481_9,138577481,9,1882.43,11115,8,28.7468,1,True,True,30.0365,117.263,13.7234,flare_decay,True,True,True,True,True,True,1.08456,0.934164,,,True,True,True,True,True,True,
138577481_10,138577481,10,1880.41,43591.2,1,58.2314,1,False,True,37.4791,46.7087,648.945,flare_decay,True,True,True,True,True,True,0.990121,0.425287,1,0,True,True,True,True,True,True,False
138577481_11,138577481,11,1873.87,12645.4,4,29.7706,1,False,True,35.7435,58.7637,-12.5618,flare_decay,False,True,True,True,True,True,0.756814,0.893917,,,True,False,True,True,,True,
138577481_12,138577481,12,1878.16,1831.84,2,4.15314,0,False,,,,,,,,,,,,,,,,,,,,,,
138577481_13,138577481,13,1892.81,2734.82,8,7.07309,1,True,True,7.55887,1.23997,4.10939,step,False,True,True,True,True,True,0.81736,0.760589,,,False,True,True,True,,True,
138577481_14,138577481,14,1889.06,19944.7,2,45.2185,1,False,True,50.5314,64.5837,14.8063,flare_decay,True,True,True,True,True,True,0.570872,0.794613,,,True,False,True,True,,True,
138577481_15,138577481,15,1876.51,5412.27,24,18.2082,1,True,True,16.0465,-3.09458,-1.06306,step,False,False,False,True,True,False,0.128597,0.299669,,,False,True,False,False,,True,
138577481_16,138577481,16,1891.08,1990.08,2,4.51191,0,False,,,,,,,,,,,,,,,,,,,,,,
138577481_17,138577481,17,1871.76,8214.18,16,23.6728,1,True,True,24.5297,177.124,6.54623,flare_decay,True,True,True,True,True,True,1.63686,0.871492,,,True,True,True,True,,True,
138577481_18,138577481,18,1891.76,6169.08,4,14.5236,1,False,True,16.9236,23.4652,4.57369,flare_decay,True,True,True,True,True,True,1.07097,0.895128,,,True,False,True,True,,True,
138577481_19,138577481,19,1882.99,2776.61,2,6.29512,1,False,True,7.79885,-1.74,-3.62486,flare_decay,False,False,False,True,True,False,0.629546,0.396311,,,False,True,False,False,,True,
142276475_0,142276475,0,1882.47,13519.1,2,28.6494,1,False,True,26.5421,98.73,-2.15259,flare_decay,True,True,True,True,True,True,0.874701,0.738419,,,True,False,True,True,,True,
142276475_1,142276475,1,1888.45,7561.32,16,41.616,1,True,True,38.7164,432.728,35.5692,flare_decay,True,True,True,True,True,True,0.952376,0.752987,,,True,True,True,True,,True,
142276475_2,142276475,2,1888.12,2214.14,4,6.57652,0,True,,,,,,,,,,,,,,,,,,,,,,
142276475_3,142276475,3,1872.51,6873.72,16,37.8316,1,True,True,34.545,382.308,28.9795,flare_decay,True,True,True,True,True,True,0.99677,0.697115,,,True,True,True,True,,True,
142276475_4,142276475,4,1891.7,4594.51,24,30.8695,1,True,True,30.4248,179.675,16.9754,flare_decay,True,True,True,True,True,True,0.988831,0.797297,,,True,True,True,True,True,True,
142276475_5,142276475,5,1878.45,3441.63,8,14.2327,1,True,True,12.7903,32.1552,0.53111,flare_decay,True,True,True,True,True,True,1.23925,0.731536,,,True,True,True,True,,True,
142276475_6,142276475,6,1896.64,25827.9,2,54.734,1,False,True,50.7187,247.825,-9.56099,flare_decay,False,True,True,True,True,True,1.11368,0.774105,,,True,False,True,True,,True,
142276475_7,142276475,7,1888.28,6731.31,24,45.2263,1,True,True,39.7276,484.026,30.0033,flare_decay,True,True,True,True,True,True,1.0073,0.738711,,,True,True,True,True,,True,
142276475_8,142276475,8,1895.08,13642.2,4,40.5206,1,True,True,43.2228,216.656,-13.5985,flare_decay,False,True,True,True,True,True,1.16794,0.733667,,,True,True,True,True,,True,
142276475_9,142276475,9,1870.99,2429.72,2,5.14902,0,False,,,,,,,,,,,,,,,,,,,,,,
142276475_10,142276475,10,1883.41,8116.47,2,17.2003,1,False,True,15.9717,61.5356,-3.89553,flare_decay,True,True,True,True,True,True,0.946613,0.764499,,,True,False,True,True,,True,
142276475_11,142276475,11,1889.01,1817.91,16,10.0054,1,True,True,9.68906,3.75819,-6.72049,flare_decay,False,True,False,True,False,False,0.263411,0.203667,,,False,True,True,False,,True,
142276475_12,142276475,12,1895.62,457.552,24,3.07419,0,True,,,,,,,,,,,,,,,,,,,,,,
142276475_13,142276475,13,1876.64,6914.77,8,28.5957,1,True,True,25.687,125.165,7.50927,flare_decay,True,True,True,True,True,True,1.03272,0.851416,,,True,True,True,True,,True,
142276475_14,142276475,14,1875.28,3770.36,8,15.5922,1,True,True,14.9311,30.709,0.979197,flare_decay,True,True,True,True,True,True,0.728605,0.714365,,,True,True,True,True,,True,
142276475_15,142276475,15,1892.78,27870.3,1,42.2188,1,False,True,46.4292,331.776,-2.92858,flare_decay,True,True,True,True,True,True,0.849023,0.552062,,,True,False,True,True,,True,
142276475_16,142276475,16,1887.1,1576.97,2,3.34189,0,False,,,,,,,,,,,,,,,,,,,,,,
142276475_17,142276475,17,1876.6,24509.8,2,51.9407,1,False,True,48.9494,384.488,106.454,flare_decay,True,False,False,True,True,True,2.18052,0.797498,,,True,False,False,True,,True,
142276475_18,142276475,18,1896.85,2702.24,2,5.72654,0,False,,,,,,,,,,,,,,,,,,,,,,
142276475_19,142276475,19,1888.35,1117.57,24,7.50868,0,True,,,,,,,,,,,,,,,,,,,,,,
142276524_0,142276524,0,1888.74,1127.55,1,3.27533,0,False,,,,,,,,,,,,,,,,,,,,,,
142276524_1,142276524,1,1892.41,2172.3,24,29.2326,1,True,True,28.1826,158.773,12.5933,flare_decay,True,True,True,True,True,True,0.366469,0.625535,,,True,True,True,True,,True,
142276524_2,142276524,2,1879.95,6600.61,8,54.3186,1,True,True,56.0681,630.197,52.2325,flare_decay,True,True,True,True,True,True,0.597835,0.930612,,,True,True,True,True,,True,
142276524_3,142276524,3,1885.97,1634.41,16,18.325,1,True,True,15.7007,16.3151,-3.19356,flare_decay,True,True,True,True,True,True,0.438939,0.596825,,,True,True,True,True,True,True,
142276524_4,142276524,4,1876.39,1780.23,4,10.3852,1,False,True,10.2932,10.4097,4.49907,flare_decay,True,True,True,True,True,True,0.65833,1.15627,,,True,False,True,True,,True,
142276524_5,142276524,5,1873.83,5378.2,8,44.259,1,True,True,42.4231,205.263,1.30678,flare_decay,True,True,True,True,True,True,0.702807,0.872409,,,True,True,True,True,,True,
142276524_6,142276524,6,1872.2,1618.36,8,13.318,1,True,True,14.8636,33.5431,-6.13857,flare_decay,False,True,True,True,True,True,0.768416,0.998845,0.000188039,0,True,True,True,True,,True,True
142276524_7,142276524,7,1890.08,2360.44,4,13.77,1,False,True,12.1158,2.45717,-4.89557,flare_decay,False,True,False,True,True,False,0.207198,0.697193,,,False,False,True,False,,True,
142276524_8,142276524,8,1896.89,4028.29,16,45.1651,1,True,True,42.6989,324.505,13.886,flare_decay,True,True,True,True,True,True,0.868292,1.37034,,,True,True,True,True,,True,
142276524_9,142276524,9,1880.28,20602.3,1,59.8459,1,False,True,64.5666,659.993,-0.361281,flare_decay,True,True,True,True,True,True,0.96822,0.569907,,,True,True,True,True,,True,
142276524_10,142276524,10,1890.03,428.413,8,3.52555,0,True,,,,,,,,,,,,,,,,,,,,,,
142276524_11,142276524,11,1897.2,547.36,24,7.36582,0,True,,,,,,,,,,,,,,,,,,,,,,
142276524_12,142276524,12,1896.08,13751.7,1,39.9463,1,False,True,43.934,166.589,-2.45866,flare_decay,True,True,True,True,True,True,0.466361,0.680067,,,True,False,True,True,,True,
142276524_13,142276524,13,1875.91,9202.22,1,26.7308,1,False,True,18.8955,-5.04227,175.516,flare_decay,False,True,True,True,True,True,1.10583,0.58049,,,False,False,True,True,,True,
142276524_14,142276524,14,1892.45,477.058,8,3.92587,0,True,,,,,,,,,,,,,,,,,,,,,,
142276524_15,142276524,15,1895.7,1500.59,16,16.8246,1,True,True,15.8735,42.3635,0.926106,flare_decay,True,True,True,True,True,True,0.428234,0.775001,,,True,True,True,True,True,True,
142276524_16,142276524,16,1896.22,6305.18,4,36.7822,1,False,True,35.9092,181.478,97.1967,flare_decay,True,True,True,True,True,True,0.867046,0.882662,,,True,False,True,True,,True,
142276524_17,142276524,17,1890.72,3026.39,8,24.9051,1,True,True,26.5808,143.059,16.7004,flare_decay,True,True,False,True,True,False,0.26405,0.67765,,,True,True,True,False,,True,
142276524_18,142276524,18,1883.47,1233,2,5.0619,0,False,,,,,,,,,,,,,,,,,,,,,,
142276524_19,142276524,19,1886.41,879.585,24,11.8366,1,True,True,10.9998,24.4099,-1.6535,flare_decay,True,True,False,True,True,False,-0.0459919,-0.126758,,,True,True,True,False,,True,
126317854_0,126317854,0,1875.54,804.693,16,4.05148,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_1,126317854,1,1894.22,1289.87,24,8.42517,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_2,126317854,2,1892.97,4551.94,16,22.9181,1,True,True,21.2809,64.0821,-0.0684907,flare_decay,True,False,True,True,True,True,0.579764,0.828257,,,True,True,True,True,,True,
126317854_3,126317854,3,1896.52,3136.95,2,4.55185,0,False,,,,,,,,,,,,,,,,,,,,,,
126317854_4,126317854,4,1893.02,7250.21,1,7.20178,0,False,,,,,,,,,,,,,,,,,,,,,,
126317854_5,126317854,5,1871.81,3075.79,4,6.09884,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_6,126317854,6,1870.52,6094.73,16,30.6858,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_7,126317854,7,1871.47,929.024,16,4.67746,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_8,126317854,8,1874.37,22433.3,1,22.2834,1,False,True,12.7607,12.8642,93.989,flare_decay,True,True,True,True,True,True,1.09946,0.666605,,,True,False,True,True,,True,
126317854_9,126317854,9,1871.6,16269.4,4,32.2598,1,True,True,30.1411,283.505,-50.627,flare_decay,False,True,True,True,True,True,0.804491,0.908613,,,True,True,True,True,True,True,
126317854_10,126317854,10,1890.64,9457.38,4,18.7526,1,True,True,19.5163,66.9418,20.0771,flare_decay,True,True,True,True,True,True,0.909634,0.834236,,,True,True,True,True,,True,
126317854_11,126317854,11,1893.75,10217,16,51.4405,1,True,True,47.5777,229.304,-0.718348,flare_decay,True,True,True,True,True,True,0.624388,0.88527,,,True,True,True,True,,True,
126317854_12,126317854,12,1871.37,4023.2,2,5.83784,0,False,,,,,,,,,,,,,,,,,,,,,,
126317854_13,126317854,13,1880.93,1436.37,8,4.49307,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_14,126317854,14,1883.6,2037.47,24,13.3084,0,True,,,,,,,,,,,,,,,,,,,,,,
126317854_15,126317854,15,1890.12,23754,1,23.5953,1,False,True,13.8617,10.8742,175.472,flare_decay,True,True,True,True,True,True,1.60113,0.502332,,,True,True,True,True,,True,
126317854_16,126317854,16,1887.62,7778.55,16,39.1635,1,True,True,39.8235,128.533,16.734,flare_decay,True,True,True,True,True,True,0.800287,1.09274,,,True,True,True,True,,True,
126317854_17,126317854,17,1882.37,11705.8,2,16.9857,1,False,True,14.6481,26.369,-6.00055,flare_decay,False,True,True,True,True,True,0.604852,0.941079,,,True,False,True,True,,True,
126317854_18,126317854,18,1894.37,11469.8,1,11.3932,0,False,,,,,,,,,,,,,,,,,,,,,,
126317854_19,126317854,19,1892.75,2339.49,24,15.2811,1,True,True,14.0702,29.8838,-6.71864,step,False,True,True,True,True,True,0.415241,0.622937,,,True,True,True,True,,True,
126323774_0,126323774,0,1883.6,48015.2,2,30.7784,1,False,True,32.6454,852.033,-143.089,flare_decay,False,True,True,True,True,True,3.3422,0.896003,,,True,False,True,True,,True,
126323774_1,126323774,1,1872.5,43580.5,8,31.733,1,True,True,31.5989,2068.19,143.665,flare_decay,True,True,True,True,True,True,4.33814,0.914293,,,True,True,True,True,True,True,
