level,tic,t0_a,dur_h_a,depth_ppm_a,snr_a,t0_b,dur_h_b,depth_ppm_b,snr_b,depth_ratio,dur_ratio,consistent,dt_d,n_alias_ge10d,phase4_a,phase4_b,new_in_s21,new_in_s48
dips,356015357,1894.29,2,168877,102.591,2614.91,3,156119,1528.58,0.924454,1.5,True,720.62,72,,,,
dips,159466872,1896.2,3,171218,101.678,2632.1,3,171602,223.417,1.00224,1,True,735.9,73,,,,
dips,230392332,1883.3,1,92814.2,100.974,2634.41,1,92347.3,98.6851,0.99497,1,True,751.11,75,,,,
dips,172529744,1889.4,2,80797.7,100.956,2628.39,1.5,82840.4,246.597,1.02528,0.75,True,738.99,73,,,,
dips,154566309,1872.42,1,245736,100.5,2611.74,1,246282,104.443,1.00222,1,True,739.32,73,,,,
dips,157999789,1883.43,1,34149.9,99.911,2615.37,1,34636.8,52.7843,1.01426,1,True,731.94,73,,,,
dips,229783022,1896.8,1,94353.8,98.8456,2634.52,1,93232.4,115.92,0.988115,1,True,737.72,73,,,,
dips,219793704,1873.15,1.5,68498.5,98.3276,2632.48,1,73801.5,69.933,1.07742,0.666667,True,759.33,75,,,,
dips,417734853,1892.32,2,130619,96.1201,2613.48,1,126957,91.753,0.971964,0.5,True,721.16,72,,,,
dips,157321026,1894.34,1.5,97519.5,94.8108,2629.76,1.5,97238.6,68.9232,0.99712,1,True,735.42,73,,,,
dips,354031818,1883.59,1.5,109771,94.2994,2618.04,1.5,107692,110.969,0.981061,1,True,734.45,73,,,,
dips,199572139,1887.58,2,62739.6,93.5854,2619.6,2,61740.8,90.2944,0.98408,1,True,732.02,73,,,,
dips,329248002,1885.91,1,73701.3,93.2307,2613.41,1,72893.9,69.5271,0.989045,1,True,727.5,72,,,,
dips,142413020,1878.15,3,121361,92.8336,2614.05,3,56168.6,79.1481,0.462822,1,False,735.9,73,,,,
dips,406758816,1893.25,3,680221,91.5139,2613.13,2,705070,77.6427,1.03653,0.666667,True,719.88,71,,,,
dips,202442974,1882.02,2,79382.2,91.293,2610.58,1,87174.7,227.946,1.09816,0.5,True,728.56,72,,,,
dips,232977683,1872.35,1,37704.4,91.2758,2634.56,1,38025.1,49.9521,1.00851,1,True,762.21,76,,,,
dips,356349556,1894.79,2,154410,91.262,2635.02,2,154824,86.5098,1.00268,1,True,740.23,74,,,,
dips,219101330,1874.12,4,465634,91.1938,2612.16,1,431144,113.641,0.925929,0.25,False,738.04,73,,,,
dips,269696430,1886.65,1.5,56493.6,91.1054,2631.38,1.5,55921.7,114.015,0.989877,1,True,744.73,74,,,,
dips,332171879,1874.09,4,750998,90.9359,2613.26,1,795542,177.704,1.05931,0.25,False,739.17,73,,,,
dips,458478250,1895.9,1.5,18640.2,90.5524,2631.13,1.5,18630.5,49.7714,0.99948,1,True,735.23,73,,,,
dips,259231975,1880.78,3,36175.7,89.353,2618.11,2,40078.3,84.5655,1.10788,0.666667,True,737.33,73,,,,
dips,4844214,1893.11,4,710263,88.365,2611.84,1.5,719393,158.456,1.01285,0.375,False,718.73,71,,,,
dips,154492133,1888.76,2,11007.5,87.607,2613.73,2,10715.6,96.5799,0.973482,1,True,724.97,72,,,,
dips,458481461,1889.02,4,840064,86.4462,2613.23,1,898333,70.3019,1.06936,0.25,False,724.21,72,,,,
dips,256746539,1878.28,1,127293,85.8328,2628.78,1.5,138600,89.7589,1.08883,1.5,True,750.5,75,,,,
dips,98412875,1878.76,1.5,442877,85.4456,2615.43,2,413376,60.2913,0.933388,1.33333,True,736.67,73,,,,
dips,259006185,1876.64,1,36031.6,85.2228,2629.23,1,35358.5,72.4034,0.981319,1,True,752.59,75,,,,
dips,4823307,1873.43,1.5,74065.8,85.1695,2618.56,1.5,73198.5,58.0626,0.98829,1,True,745.13,74,,,,
dips,8292008,1885.3,1.5,105047,84.0705,2612.47,1.5,107535,78.3079,1.02368,1,True,727.17,72,,,,
dips,272679970,1877.46,2,69777.6,83.6447,2618.23,2,68502.4,58.385,0.981725,1,True,740.77,74,,,,
dips,219088686,1896.12,2,67866.5,83.1219,2617.64,2,66834.1,101.011,0.984788,1,True,721.52,72,,,,
dips,160007050,1876.69,1,86095.4,82.763,2628.24,1,82350.5,80.3061,0.956503,1,True,751.55,75,,,,
dips,357155774,1882.33,3,53180.7,82.7524,2633.13,6,53975.4,88.5644,1.01494,2,True,750.8,75,,,,
dips,99319905,1896.29,2,204146,81.8935,2610.87,1,206071,170.385,1.00943,0.5,True,714.58,71,,,,
dips,289571793,1893.77,2,92527.1,81.2081,2632.65,2,92267.5,61.3645,0.997194,1,True,738.88,73,,,,
dips,3902872,1888.63,1,56247,79.8809,2629.77,1,56808.4,80.2994,1.00998,1,True,741.14,74,,,,
dips,409276901,1897.35,2,309644,79.6672,2628.71,1,312247,111.772,1.00841,0.5,True,731.36,73,,,,
dips,353778850,1885.47,1,308680,79.5984,2633.33,1,308586,86.5684,0.999695,1,True,747.86,74,,,,
dips,126369442,1872.66,1.5,75873.3,79.5975,2635,3,47194.2,73.0042,0.622013,2,True,762.34,76,,,,
dips,259126453,1877.34,1,28751.4,78.937,2616.07,1,28663.2,55.8686,0.996932,1,True,738.73,73,,,,
dips,230114503,1873.44,3,47486.8,78.546,2633.66,3,48088.5,77.4628,1.01267,1,True,760.22,76,,,,
dips,258354968,1880.42,1.5,32932.6,77.817,2617.67,1,34044.3,72.9102,1.03376,0.666667,True,737.25,73,,,,
dips,137800349,1874.29,3,60922.4,77.7278,2635.33,4,54819.7,133.698,0.899828,1.33333,True,761.04,76,,,,
dips,233719825,1897.15,1.5,72316.2,77.4301,2619.1,1,79707.9,91.402,1.10221,0.666667,True,721.95,72,,,,
dips,67651413,1895.98,1,67700.1,77.1063,2613.44,1,64068.9,85.5045,0.946363,1,True,717.46,71,,,,
dips,229766295,1874.68,1,78480.3,77.0331,2615.29,1,75902,77.4045,0.967147,1,True,740.61,74,,,,
dips,441739153,1888.57,3,82582.3,76.743,2614.06,1,102500,293.474,1.24119,0.333333,False,725.49,72,,,,
dips,17193496,1872.54,1,82020,76.6849,2630.54,1.5,69405.1,78.6437,0.846197,1.5,True,758,75,,,,
dips,288299452,1882.35,1,134308,76.4436,2615.18,1.5,117115,44.1053,0.871988,1.5,True,732.83,73,,,,
dips,233496577,1892.68,1,122207,76.1504,2617.35,1,119571,66.248,0.97843,1,True,724.67,72,,,,
dips,55749380,1881.49,1.5,213960,75.7956,2629.62,1.5,211588,112.759,0.988914,1,True,748.13,74,,,,
dips,138650903,1896.46,1,32176.1,75.7685,2611.73,1,31376,70.6841,0.975134,1,True,715.27,71,,,,
dips,359552377,1872.07,4,24747.2,75.7412,2614.93,4,21339.9,67.7306,0.862316,1,True,742.86,74,,,,
dips,252465963,1874.51,1.5,67559.2,75.1372,2630.75,1.5,66267.6,94.0261,0.980882,1,True,756.24,75,,,,
dips,357133493,1887.39,2,39525.3,75.0189,2616.61,2,38180.3,52.5937,0.965971,1,True,729.22,72,,,,
dips,252797323,1894.98,1,278482,72.6595,2631.71,1,266157,79.9063,0.955742,1,True,736.73,73,,,,
dips,39126752,1891.77,2,29461.7,72.0099,2617.72,2,29125.4,67.3153,0.988585,1,True,725.95,72,,,,
dips,8746787,1896.35,1,162453,71.9458,2618.03,1,179162,64.8233,1.10285,1,True,721.68,72,,,,
dips,138505004,1872.8,1.5,415816,71.7601,2615.47,1,466010,157.851,1.12071,0.666667,True,742.67,74,,,,
dips,349793021,1880.56,1,379959,71.3813,2632.73,1,371817,383.655,0.978571,1,True,752.17,75,,,,
dips,199710583,1893.65,1.5,47047,71.1951,2619.45,1.5,46332.4,60.5178,0.984811,1,True,725.8,72,,,,
dips,359675849,1897.39,3,52035.3,71.0893,2632.82,1,48824.7,52.7847,0.9383,0.333333,False,735.43,73,,,,
dips,318275005,1871.29,1,67368.6,70.8928,2617.03,1,62802.1,50.793,0.932216,1,True,745.74,74,,,,
dips,232979292,1882.92,1,92168.7,70.7665,2613.05,1,91191.4,80.4685,0.989397,1,True,730.13,73,,,,
dips,53429747,1890,3,74852.6,70.6956,2635.16,4,67058.6,93.1901,0.895875,1.33333,True,745.16,74,,,,
dips,139379121,1889.56,1,232231,70.0725,2628.11,1,290371,104.126,1.25035,1,True,738.55,73,,,,
dips,462538042,1874.5,1,337038,69.9896,2615.36,1,336143,74.2105,0.997345,1,True,740.86,74,,,,
dips,357098774,1883.56,3,42275.6,69.3399,2634.63,2,42008.6,78.2102,0.993684,0.666667,True,751.07,75,,,,
dips,229605268,1880.76,1,74402.1,68.5531,2616.09,1,76378.3,100.277,1.02656,1,True,735.33,73,,,,
dips,229398079,1893.68,1,119378,68.1823,2629.41,1.5,107412,92.8108,0.899764,1.5,True,735.73,73,,,,
