level,tic,t0_a,dur_h_a,depth_ppm_a,snr_a,t0_b,dur_h_b,depth_ppm_b,snr_b,depth_ratio,dur_ratio,consistent,dt_d,n_alias_ge10d,phase4_a,phase4_b,new_in_s21,new_in_s48
vetted,16222047,1883.32,11.757,1814.76,12.0239,2613.14,11.2192,1816.17,12.4368,1.00077,0.954258,True,729.817,72,,maybe,,True
vetted,160333759,1880.09,11.3963,3409.47,10.7349,2620.1,4.83335,47724.4,64.6585,13.9976,0.424117,False,740.008,74,maybe,,True,
vetted,258954036,1893.35,3.96458,12621.3,10.0633,2633.8,7.10458,125226,143.332,9.92173,1.79201,False,740.456,74,drop,,True,
vetted,302728777,1877.67,6.9784,3635.85,9.38828,2633.49,5.93887,3676.88,11.308,1.01128,0.851037,True,755.818,75,,,False,False
vetted,99919551,1882.41,4.05581,6247.06,9.2592,2628.77,4.09207,7432.38,11.901,1.18974,1.00894,True,746.361,74,,,False,False
vetted,287080092,1883.52,7.40891,450.206,8.92939,2632.89,8.68843,584.552,10.5022,1.29841,1.1727,True,749.37,74,,,,False
vetted,17238861,1896.44,6.15918,1459.23,7.82955,2628.48,5.7086,4174.28,14.4488,2.8606,0.926844,False,732.036,73,,,,
shortlist,459969957,1886.25,4.17215,13072.7,39.2474,2620.42,4.29769,12856.9,43.086,0.983494,1.03009,True,734.17,73,,,False,False
shortlist,288636342,1880.07,7.7897,3181.43,21.9018,2620.86,7.73971,2873.68,16.8019,0.903269,0.993583,True,740.785,74,,,False,False
shortlist,198189972,1874.89,5.59609,6183.29,16.4688,2627.67,5.80434,6584.97,14.3003,1.06496,1.03721,True,752.784,75,,,False,False
shortlist,458481611,1880.68,6.10948,7861.57,14.8468,2616.49,5.96093,7668.94,14.7908,0.975497,0.975686,True,735.808,73,,,False,False
shortlist,353807936,1893.21,7.47084,4572.79,14.1837,2613.14,7.58356,4258.25,11.6045,0.931215,1.01509,True,719.936,71,,,False,False
shortlist,356736743,1881.6,4.19909,8247.78,13.1194,2628.15,4.27187,7847.37,11.5115,0.951452,1.01733,True,746.554,74,,,False,False
shortlist,302728777,1877.67,6.9784,3635.85,9.38828,2633.49,5.93887,3676.88,11.308,1.01128,0.851037,True,755.818,75,,,False,False
shortlist,99919551,1882.41,4.05581,6247.06,9.2592,2628.77,4.09207,7432.38,11.901,1.18974,1.00894,True,746.361,74,,,False,False
