name,tic,disposition,period_d,depth_ppm,checks,confidence,evidence,in_lc_sample,sectors
TOI 3241.01,241326434,PC,6.83809,34050,gaia_orbit,high,Gaia NSS SB1 orbit P = 6.836 d; companion 0.16 M_sun (SB1 mass function (sin i = 1)),True,"64,65,99,100,101,102"
TOI 3260.01,370138999,PC,11.452,1500,gaia_orbit,high,Gaia NSS SB1 orbit P = 11.451 d; companion 0.32 M_sun (SB1 mass function (sin i = 1)),True,"1,2,9,13,27,28,29,39,66,67,68,69,89,93,94,95,96"
TOI 3298.01,407772585,PC,3.05379,12440,gaia_orbit,high,Gaia NSS SB1 orbit P = 3.053 d; companion 0.37 M_sun (SB1 mass function (sin i = 1)),True,"66,93,100,101,102,103"
TOI 3501.01,98957720,APC,15.3503,26220,gaia_orbit,high,Gaia NSS SB1 orbit P = 15.346 d; companion 0.19 M_sun (SB1 mass function (sin i = 1)),True,"10,37,63,90,101"
TOI 3502.01,452281203,PC,3.4468,3745.68,gaia_orbit,high,Gaia NSS SB1 orbit P = 3.447 d; companion 0.27 M_sun (SB1 mass function (sin i = 1)),True,"37,64,99,100"
TOI 3756.01,67300566,APC,4.42367,10682.2,gaia_orbit,high,Gaia NSS SB1 orbit P = 4.424 d; companion 0.62 M_sun (SB1 mass function (sin i = 1)),True,"59,73,86"
TOI 3904.01,233462817,APC,10.1615,3230,gaia_orbit,high,Gaia NSS SB1 orbit P = 10.160 d; companion 0.54 M_sun (SB1 mass function (sin i = 1)),True,"15,16,22,23,49,50,76,77"
TOI 4338.01,253434221,APC,7.49972,3023.52,gaia_orbit,high,Gaia NSS SB1 orbit P = 7.499 d; companion 0.29 M_sun (SB1 mass function (sin i = 1)),True,"11,38,64,65,99,100,101"
TOI 4400.01,231630147,PC,7.06425,11469.8,gaia_orbit,high,Gaia NSS SB1 orbit P = 7.061 d; companion 0.14 M_sun (SB1 mass function (sin i = 1)),True,"1,27,67,94,95,103,104,105"
TOI 446.01,1449640,APC,3.5018,16196.2,gaia_orbit,high,Gaia NSS SB1 orbit P = 3.502 d; companion 0.16 M_sun (SB1 mass function (sin i = 1)),True,"5,32,98,106"
TOI 4657.01,434110695,PC,8.11567,1807.44,gaia_orbit,high,Gaia NSS SB1 orbit P = 8.111 d; companion 0.60 M_sun (SB1 mass function (sin i = 1)),True,"2,29,69,70,96"
TOI 4792.01,265350422,APC,8.44817,7405,gaia_orbit,high,Gaia NSS SB1 orbit P = 8.448 d; companion 0.40 M_sun (SB1 mass function (sin i = 1)),True,"8,34,61,88,99"
TOI 4807.01,174546820,PC,17.6869,10310,gaia_orbit,high,Gaia NSS SB1 orbit P = 17.689 d; companion 0.27 M_sun (SB1 mass function (sin i = 1)),True,"61,88"
TOI 4973.01,397522142,PC,7.94863,6340,gaia_orbit,high,Gaia NSS SB1 orbit P = 7.948 d; companion 0.26 M_sun (SB1 mass function (sin i = 1)),True,"10,37,38,64,65"
TOI 5103.01,366443576,APC,4.98987,1850,gaia_orbit,high,Gaia NSS SB1 orbit P = 4.990 d; companion 0.74 M_sun (SB1 mass function (sin i = 1)),True,"7,34,44,45,46,61,71,72,88"
TOI 5149.01,286094277,PC,27.3715,11052.8,gaia_orbit,high,Gaia NSS SB1 orbit P = 27.388 d; companion 0.13 M_sun (SB1 mass function (sin i = 1)),True,"15,16,41,55,56,75,76,82,83"
TOI 5156.01,468889418,PC,22.8524,1265,gaia_orbit,high,Gaia NSS SB1 orbit P = 22.853 d; companion 0.20 M_sun (SB1 mass function (sin i = 1)),True,"5,42,43,44,70,71"
TOI 5197.01,219431828,APC,20.5773,8520,gaia_orbit,high,Gaia NSS SB1 orbit P = 20.573 d; companion 0.39 M_sun (SB1 mass function (sin i = 1)),True,"20,40,47,60,74"
TOI 5200.01,21101556,PC,17.4373,2060,gaia_orbit;odd_even,high,Gaia NSS SB1 orbit P = 17.436 d; companion 0.52 M_sun (SB1 mass function (sin i = 1)) | odd and even transits differ by 5.1 sigma (1802 vs 1443 ppm),True,"14,15,18,21,25,26,40,41,48,51,52,53,54,55,58,59,74,75,78,79,80,81,82,85,86"
TOI 5307.01,369477998,APC,5.29763,3920,gaia_orbit,high,Gaia NSS SB1 orbit P = 5.298 d; companion 0.62 M_sun (SB1 mass function (sin i = 1)),True,"42,43,70"
TOI 5372.01,371470493,PC,11.6271,3550,gaia_orbit,high,Gaia NSS SB1 orbit P = 11.630 d; companion 0.79 M_sun (SB1 mass function (sin i = 1)),True,"18,42,43,44,70,71"
TOI 5379.01,328325110,APC,12.7427,10765,gaia_orbit,high,Gaia NSS SB1 orbit P = 12.744 d; companion 0.50 M_sun (SB1 mass function (sin i = 1)),True,"47,60"
TOI 5394.01,61109252,APC,15.1935,5720,gaia_orbit,high,Gaia NSS SB1 orbit P = 15.195 d; companion 0.40 M_sun (SB1 mass function (sin i = 1)),True,"45,46,48,72"
TOI 5475.01,78601408,APC,10.0532,5160,gaia_orbit,high,Gaia NSS SB1 orbit P = 10.052 d; companion 0.84 M_sun (SB1 mass function (sin i = 1)),True,"44,71,72"
TOI 5677.01,287959034,APC,3.84805,2571.12,gaia_orbit,high,Gaia NSS SB1 orbit P = 3.848 d; companion 0.30 M_sun (SB1 mass function (sin i = 1)),True,"51,91"
TOI 5761.01,428703516,APC,19.5422,4120,gaia_orbit,high,Gaia NSS SB1 orbit P = 19.546 d; companion 0.58 M_sun (SB1 mass function (sin i = 1)),True,"19,25,26,52,73,79,86"
TOI 5860.01,462372373,APC,5.24989,9200,gaia_orbit,high,Gaia NSS SB1 orbit P = 5.248 d; companion 0.27 M_sun (SB1 mass function (sin i = 1)),True,"54,81"
TOI 6111.01,189322727,APC,5.83403,11944,gaia_orbit,high,Gaia NSS SB1 orbit P = 5.833 d; companion 0.70 M_sun (SB1 mass function (sin i = 1)),True,"76,82,83"
TOI 6568.01,253126207,PC,17.4368,15418.7,gaia_orbit,high,Gaia NSS SB1 orbit P = 17.432 d; companion 0.13 M_sun (SB1 mass function (sin i = 1)),True,"64,65,99,100,101"
TOI 6611.01,403368444,PC,6.55687,8511,gaia_orbit,high,Gaia NSS SB1 orbit P = 6.569 d; companion 0.12 M_sun (SB1 mass function (sin i = 1)),True,"93,99,100,101,102"
TOI 668.01,102195674,APC,4.37873,30199.3,gaia_orbit,high,Gaia NSS SB1 orbit P = 4.378 d; companion 0.17 M_sun (SB1 mass function (sin i = 1)),True,"9,36,63,90,99"
TOI 6806.01,144327080,APC,23.2491,48641,gaia_orbit,high,Gaia NSS SB1 orbit P = 23.229 d; companion 0.16 M_sun (SB1 mass function (sin i = 1)),True,"68,69,96,103,104,105,106"
TOI 6936.01,63082902,PC,10.2986,4219,gaia_orbit,high,Gaia NSS SB1 orbit P = 10.298 d; companion 1.06 M_sun (SB1 mass function (sin i = 1)),True,"44,45,46"
TOI 7093.01,62867537,APC,2.83719,15303,gaia_orbit,high,Gaia NSS SB1 orbit P = 2.837 d; companion 0.23 M_sun (SB1 mass function (sin i = 1)),True,
TOI 759.01,152147232,APC,4.21357,6400,gaia_orbit,high,Gaia NSS SB1 orbit P = 4.213 d; companion 0.11 M_sun (SB1 mass function (sin i = 1)),True,"10,36,37,63,90,99,100"
TOI 7590.01,148322608,PC,7.33641,3049.81,gaia_orbit,high,Gaia NSS SB1 orbit P = 7.336 d; companion 0.80 M_sun (SB1 mass function (sin i = 1)),True,"6,7,33,34"
TOI 7599.01,142757891,APC,2.34285,3030.85,gaia_orbit,high,Gaia NSS SB1 orbit P = 4.687 d (transit period = half Gaia's); companion 1.22 M_sun (SB1 mass function (sin i = 1)),True,
TOI 764.01,181159386,APC,5.63167,13883.4,gaia_orbit,high,Gaia NSS SB1 orbit P = 5.631 d; companion 0.26 M_sun (SB1 mass function (sin i = 1)),True,"10,36,37,63,90,99,100,101"
TOI 7749.01,457542392,PC,20.6448,3830.35,gaia_orbit,high,Gaia NSS SB1 orbit P = 20.667 d; companion 0.27 M_sun (SB1 mass function (sin i = 1)),True,
TOI 7761.01,45636452,PC,26.6556,5008.34,gaia_orbit,high,Gaia NSS SB1 orbit P = 26.668 d; companion 0.60 M_sun (SB1 mass function (sin i = 1)),True,
TOI 7863.01,464286189,PC,18.2993,2886.73,gaia_orbit;odd_even,high,Gaia NSS SB1 orbit P = 18.294 d; companion 0.38 M_sun (SB1 mass function (sin i = 1)) | odd and even transits differ by 5.2 sigma (2722 vs 1301 ppm),True,13
TOI 865.01,44797824,APC,0.745579,784.689,gaia_orbit;odd_even,high,Gaia NSS SB2 orbit P = 1.491 d (transit period = half Gaia's); companion 0.92 M_sun (SB2 mass ratio (K1/K2)) | odd and even transits differ by 7.8 sigma (711 vs 1245 ppm),True,"4,5,31,106"
TOI 901.01,214361331,PC,3.23106,2817.12,gaia_orbit,high,Gaia NSS SB1 orbit P = 3.231 d; companion 0.50 M_sun (SB1 mass function (sin i = 1)),True,"12,39,66,93,103,104"
TOI 924.01,382068562,PC,12.1273,19172.5,gaia_orbit,high,Gaia NSS SB1 orbit P = 12.122 d; companion 0.29 M_sun (SB1 mass function (sin i = 1)),True,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,63,64,65,66,67,68,69,87,88,90,93,94,95,96,97,98"
TOI 948.01,146438872,APC,12.7009,2482.58,gaia_orbit,high,Gaia NSS SB1 orbit P = 12.711 d; companion 0.45 M_sun (SB1 mass function (sin i = 1)),True,"5,98,106"
CTOI 135050395.01,135050395,PC,6.76012,21076,gaia_orbit,medium,Gaia NSS SB1 orbit P = 6.760 d; companion 0.10 M_sun (SB1 mass function (sin i = 1)),True,"10,37,64,100,101"
CTOI 165493409.01,165493409,PC,9.112,5362,gaia_orbit,medium,Gaia NSS SB1 orbit P = 9.111 d; companion 0.10 M_sun (SB1 mass function (sin i = 1)),True,"10,37,63,64,90,100,101"
CTOI 219882262.01,219882262,PC,1.0327,956,odd_even,medium,odd and even transits differ by 27.2 sigma (317 vs 658 ppm),True,"15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,58,59,60,73,74,75,76,77,78,79,80,81,82,83,85,86"
CTOI 234518605.01,234518605,PC,5.67905,57524.4,gaia_orbit,medium,Gaia NSS SB1 orbit P = 5.680 d; no mass estimate,True,"1,2,68,69,103,104"
CTOI 263078716.01,263078716,PC,2.884,7.6041,centroid,medium,the star's image shifts during transit (15.5 sigma; the dimming source would be ~27 arcsec away),True,"1,13,27,28,66,68,93,95"
CTOI 270462117.01,270462117,PC,3.93238,9024.76,odd_even,medium,odd and even transits differ by 25.2 sigma (5263 vs 7078 ppm),True,"63,100"
CTOI 278536652.01,278536652,PC,7.13154,5578,odd_even,medium,odd and even transits differ by 12.1 sigma (5111 vs 1469 ppm),True,"1,68,95"
CTOI 43785616.01,43785616,PC,17.91,22880,gaia_orbit,medium,Gaia NSS SB1 orbit P = 17.913 d; no mass estimate,True,32
TOI 1698.01,190223929,PC,17.042,3520,gaia_orbit,medium,Gaia NSS SB1 orbit P = 8.521 d (transit period = 2x Gaia's); no mass estimate,True,"60,73"
TOI 1822.01,9392421,APC,9.61366,7000,gaia_orbit,medium,Gaia NSS SB1 orbit P = 9.609 d; companion 0.10 M_sun (SB1 mass function (sin i = 1)),True,"22,48"
TOI 3155.01,457272901,APC,4.64922,7880,gaia_orbit,medium,Gaia NSS SB1 orbit P = 4.649 d; companion 0.09 M_sun (SB1 mass function (sin i = 1)),True,"65,99,100,101,102"
TOI 4510.01,340458804,PC,194.243,810.998,centroid,medium,the star's image shifts during transit (28.7 sigma; the dimming source would be ~30 arcsec away),True,"3,7,8,9,10,13,27,30,34,35,36,37,61,62,63,67,68,87,88,89,90,94,95,97"
TOI 6885.01,154067753,PC,11.6515,15415.7,odd_even,medium,odd and even transits differ by 16.6 sigma (7049 vs 3174 ppm),True,"14,15,21,22,41,48,49,75,76"
TOI 746.01,167418903,PC,10.9803,8276.21,gaia_orbit,medium,Gaia NSS SB1 orbit P = 10.986 d; companion 0.10 M_sun (SB1 mass function (sin i = 1)),True,"4,5,11,12,13,28,29,30,31,32,33,34,35,36,38,39,61,62,64,65,66,67,69,87,88,89,93,94,96,98"
CTOI 204327008.02,204327008,PC,0.321528,77584.8,centroid,low,the star's image shifts during transit (5.5 sigma; the dimming source would be ~423 arcsec away),True,"2,29,69"
CTOI 206544316.04,206544316,PC,0.325694,73851.7,odd_even,low,odd and even transits differ by 8.6 sigma (6128 vs 8545 ppm),True,"1,2,28,29,68,69,95,96,103,104,105"
CTOI 332954788.01,332954788,PC,0.699831,507.4,odd_even,low,odd and even transits differ by 6.8 sigma (509 vs 7 ppm),True,"4,31"
CTOI 63817834.01,63817834,PC,4.5251,864.081,odd_even,low,odd and even transits differ by 5.0 sigma (866 vs 1950 ppm),True,"3,29,30"
TOI 2229.01,143410850,PC,4.98668,860,centroid,low,the star's image shifts during transit (7.1 sigma; the dimming source would be ~61 arcsec away),True,"13,27,67,94,104,105"
TOI 2390.01,369965258,PC,2.11929,1701.28,odd_even,low,odd and even transits differ by 7.8 sigma (1685 vs 1190 ppm),True,"1,2,28,29,68,69,95,96,102,103,104,105"
TOI 3670.01,331854794,APC,2.19478,7174.21,odd_even,low,odd and even transits differ by 6.5 sigma (1412 vs 4152 ppm),True,"58,85"
TOI 5706.01,137843225,PC,0.357656,996.708,odd_even,low,odd and even transits differ by 7.1 sigma (-30 vs 167 ppm),True,"15,16,22,23,49,50,76,77"
TOI 801.01,177258735,PC,0.775701,44.1399,odd_even,low,odd and even transits differ by 6.2 sigma (33 vs 56 ppm),True,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,62,63,64,66,67,68,87,88,89,90,93,94,95,96,97,98"
