key,tic,t0,tier,rank,snr,depth_ppm,duration_h,tmag,rstar,mstar,ra,dec,is_candidate,is_validation,toi_phase2,lc_status,shape,shape_strict_box,dbic_alt,dbic_box,best_alt,fit_t0,fit_rp,fit_t14_h,fit_b,fit_depth_ppm,grazing,duration,duration_too_long,t_min_h,p_b0_d,duration_note,edge_lc,near_edge,edge_resolved,edge_pixels,edge,pix_status,pixels,pixel_confirm,pixel_snr_ratio,pixel_depth_ratio,centroid,centroid_offset_px,centroid_sigma,diff_snr,centroid_inconclusive,neighbours,neighbours_failing,n_unresolved,ap_snr,asteroid,asteroid_hits,catalogue,known,eb,eb_overridden,toi_fp,tois,toi_disp,ctois,fpp_status,fpp,fpp_value,nfpp_value,p_lo,p_hi,bic_transit,bic_box,bic_ramp,bic_step,bic_flare_decay
67648191_2613.2300,67648191,2613.2,A,9072,9.1468,3885.4,6,12.846,1.1868,1,148.13,36.476,True,False,,ok,False,False,2.3914,-5.082,step,2613.2,0.069693,8.2148,0.86926,4289.4,False,True,False,3.1284,45.291,,True,False,True,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,-5.082,20.836,2.3914,3.816
154088482_2625.7100,154088482,2625.7,A,9076,9.1417,2319.7,6,11.173,0.93552,1.06,208.81,71.235,True,False,,ok,False,False,-7.1469,-2.4999,ramp,2625.6,0.030841,1.2968,0.24905,1138,False,False,False,2.3305,0.3949,,True,True,True,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,-2.4999,-7.1469,-5.1047,-3.9064
252800420_2614.8800,252800420,2614.9,A,9080,9.1389,6850.8,1.5,9.3739,2.3649,1.54,165.9,44.334,True,False,,ok,False,False,-8.7606,-2.9742,flare_decay,2614.9,0.47946,3.6821,1.3804,7165.5,True,True,False,7.4759,0.2074,grazing,True,False,False,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,-2.9742,39.254,-4.7637,-8.7606
154998279_2620.7800,154998279,2620.8,A,9090,9.1255,5099.1,1,11.654,1.4334,1.43,142.31,27.103,True,False,,ok,False,False,8.242,6.4896,flare_decay,2620.8,0.14768,2.1818,1.0213,6168,True,True,False,3.5987,0.48965,grazing,True,False,False,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,6.4896,112.46,58.869,8.242
202510236_2625.4600,202510236,2625.5,A,9100,9.1169,4364.4,3,10.383,0.49594,0.49403,231.89,61.001,True,False,,ok,False,False,-17.106,-2.7625,step,2625.4,0.033105,0.63176,0.8948,930.46,False,False,False,1.5968,0.12635,,True,False,True,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,-2.7625,-12.224,-17.106,-13.196
149364451_2613.5600,149364451,2613.6,A,9102,9.1156,2623.3,4,11.86,0.96753,0.99,138.78,28.248,True,False,,ok,False,False,2.5597,-7.7661,flare_decay,2613.5,0.04864,5.1524,0.013807,2866.9,False,True,False,2.5084,21.669,,True,False,True,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,-7.7661,49.67,16.691,2.5597
8717721_2613.6500,8717721,2613.7,A,9105,9.1132,3336.2,3,11.953,0.80315,0.899,138.25,34.164,True,False,,ok,True,True,10.447,-1.042,flare_decay,2613.7,0.10246,4.9499,0.9923,3970.9,True,True,False,2.2605,26.254,,True,False,True,False,True,ok,False,False,0.3598,0.3031,True,0.34487,1.8738,7.6709,False,True,,0,3.279,True,,True,False,False,False,False,,,,ok,True,0.33268,0,22.335,33.503,0,-1.042,53.815,32.729,10.447
229689159_2635.1500,229689159,2635.2,A,9109,9.1049,4457.8,8,11.604,0.93402,0.926,263.27,57.663,True,False,,ok,True,True,403.78,483.78,flare_decay,2635.6,0.39541,27.216,1.266,10349,True,True,False,3.2953,1409.8,,False,True,False,False,False,ok,False,False,,,True,0.20831,6.0541,37.41,False,True,,0,,True,,True,False,False,False,False,,,,not run,,,,,,0,483.78,1002,445.51,403.78
149469280_2617.2700,149469280,2617.3,A,9111,9.1038,1937.3,4,11.273,1.1675,1.16,141.57,24.58,True,False,,ok,True,True,23.234,-1.6562,flare_decay,2617.3,0.042696,5.2495,5.7612e-05,2209.2,False,True,False,2.855,15.537,,True,False,False,False,True,ok,False,False,0.24867,0.23602,True,,,2.5488,True,True,,0,2.2638,True,,True,False,False,False,False,,,,ok,True,0.095706,0,18.699,28.048,0,-1.6562,112.26,27.776,23.234
171557380_2632.4300,171557380,2632.4,A,9112,9.1027,4204.2,4,12.799,0.72088,0.695,156.27,18.333,True,False,,ok,False,False,2.2992,-4.5993,flare_decay,2632.4,0.076054,4.7482,0.87193,5077.7,False,True,False,2.1577,26.646,,True,False,True,,True,not run,,,,,,,,,,,,,,,,,,,,,,,,not run,,,,,,0,-4.5993,19.208,12.038,2.2992
